pws_id,entry_id,name,status,type_code
CA3610029,5,ASR WELL 33,A,WL
CA3610029,6,WELL 05,A,WL
CA3610029,7,WELL 19,A,WL
CA3610029,8,WELL 26,A,WL
CA3610029,9,WELL 27,A,WL
CA3610029,10,WELL 28,A,WL
CA3610029,11,WELL 31,A,WL
CA3610029,12,ASR WELL 32 - INACTIVE,I,WL
CA3610029,13,WELL 01 - INACTIVE,I,WL
CA3610029,14,WELL 02 - INACTIVE,I,WL
CA3610029,15,WELL 06 - INACTIVE,I,WL
CA3610029,16,WELL 07 - ABANDONED,I,WL
CA3610029,17,WELL 08 - INACTIVE,I,WL
CA3610029,18,WELL 09 - INACTIVE,I,WL
CA3610029,19,WELL 10 - INACTIVE,I,WL
CA3610029,20,WELL 11 - INACTIVE,I,WL
CA3610029,21,WELL 12 - INACTIVE,I,WL
CA3610029,22,WELL 16 - INACTIVE,I,WL
CA3610029,23,WELL 20 - DESTROYED,I,WL
CA3610029,24,WELL 21 - INACTIVE,I,WL
CA3610029,25,WELL 22 - INACTIVE,I,WL
CA3610029,26,WELL 23 - INACTIVE,I,WL
CA3610029,27,WELL 27-B-ABANDONED-DUPLICATE OF WELL 22,I,WL
CA3610029,28,WELL 34 - INACTIVE,I,WL
CA3610030,0,WELL 01,A,WL
CA3610030,1,WELL 02,A,WL
CA3610031,0,WELL 01,A,WL
CA3610031,1,WELL 02,A,WL
CA3610031,2,WELL 03,A,WL
CA3610031,3,WELL 04,A,WL
CA3610031,4,WELL 05,A,WL
CA3610032,0,WELL 08,A,WL
CA3610032,1,WELL 11,A,WL
CA3610032,2,WELL 12,A,WL
CA3610032,3,WELL 15,A,WL
CA3610032,4,WELL 04 - DESTROYED,I,WL
CA3610032,5,WELL 05-IRRIGATION ONLY,I,WL
CA3610032,6,WELL 06 - DESTROYED,I,WL
CA3610032,7,WELL 07 - DESTROYED,I,WL
CA3610032,8,WELL 10 - DESTROYED,I,WL
CA3610033,0,BEAR CANYON SPRING,A,SP
CA3610033,1,WELL 01,A,WL
CA3610033,2,WELL 02,A,WL
CA3610034,0,CDA II TURNOUT,A,CC
CA3610034,1,JCSD CONNECTION - POC1,A,CC
CA3610034,2,JCSD CONNECTION - POC2,A,CC
CA3610034,3,JCSD CONNECTION - POC3,A,CC
CA3610034,4,WFA CONNECTION - TREATED,A,CC
CA3610034,5,WELL 20 STANDBY,A,WL
CA3610034,6,WELL 24,A,WL
CA3610034,7,WELL 25,A,WL
CA3610034,8,WELL 27 STANDBY,A,WL
CA3610034,9,WELL 29,A,WL
CA3610034,10,WELL 30,A,WL
CA3610034,11,WELL 31,A,WL
CA3610034,12,WELL 35,A,WL
CA3610034,13,WELL 36,A,WL
CA3610034,14,WELL 37,A,WL
CA3610034,15,WELL 38,A,WL
CA3610034,16,WELL 39,A,WL
CA3610034,17,WELL 40,A,WL
CA3610034,18,WELL 41 - RAW,A,WL
CA3610034,19,WELL 44,A,WL
CA3610034,20,WELL 49,A,WL
CA3610034,21,WELL 52,A,WL
CA3610034,22,WELL NO. 45,A,WL
CA3610034,23,WELL NO. 46,A,WL
CA3610034,24,WELL NO. 47,A,WL
CA3610034,25,TREATMENT PLANT - RAW - INACTIVE,I,IN
CA3610034,26,WELL 03A - INACTIVE,I,WL
CA3610034,27,WELL 04 - INACTIVE,I,WL
CA3610034,28,WELL 05 - DESTROYED,I,WL
CA3610034,29,WELL 06 - DESTROYED,I,WL
CA3610034,30,WELL 07 - ABANDONED,I,WL
CA3610034,31,WELL 08 - DESTROYED,I,WL
CA3610034,32,WELL 09 - INACTIVE,I,WL
CA3610034,33,WELL 10 - DESTROYED,I,WL
CA3610034,34,WELL 11 - INACTIVE,I,WL
CA3610034,35,WELL 13 - DESTROYED,I,WL
CA3610034,36,WELL 15 - INACTIVE,I,WL
CA3610034,37,WELL 16 - INACTIVE,I,WL
CA3610034,38,WELL 17 - INACTIVE,I,WL
CA3610034,39,WELL 18 - INACTIVE,I,WL
CA3610034,40,WELL 19 - INACTIVE,I,WL
CA3610034,41,WELL 21 - DESTROYED,I,WL
CA3610034,42,WELL 23 - DESTROYED,I,WL
CA3610034,43,WELL 26 - INACTIVE,I,WL
CA3610034,44,WELL 28 - DESTROYED,I,WL
CA3610034,45,WELL 33 - INACTIVE,I,WL
CA3610034,46,WELL 34 - INACTIVE,I,WL
CA3610034,47,WELL 50 - INACTIVE,I,WL
CA3610036,0,CDA CONNECTION,A,CC
CA3610036,1,DIST. SYSTEM - SAWPA CONNECTION - TRTD,A,CC
CA3610036,2,MONTE VISTA WD - TREATED,A,CC
CA3610036,3,WFA - TREATED,A,CC
CA3610036,4,WELL 15B,A,WL
CA3610036,5,BROADFOOT WELL 01A - INACTIVE,I,WL
CA3610036,6,FRANCIS 01 - INACTIVE,I,WL
CA3610036,7,FRANCIS 02 - INACTIVE,I,WL
CA3610036,8,MAXON WELL - INACTIVE,I,WL
CA3610036,9,PELLISSER - IRRIGATION,I,WL
CA3610036,10,WELL 01 - INACTIVE,I,WL
CA3610036,11,WELL 01-B - INACTIVE,I,WL
CA3610036,12,WELL 02 - INACTIVE,I,WL
CA3610036,13,WELL 05 (FAIRFIELD RANCH) - INACTIVE,I,WL
CA3610036,14,WELL 07A - INACTIVE,I,WL
CA3610036,15,WELL 07B - INACTIVE,I,WL
CA3610036,16,WELL 07D - INACTIVE,I,WL
CA3610036,17,WELL 09A - IRRIGATION,I,WL
CA3610036,18,WELL 13 - INACTIVE,I,WL
CA3610036,19,WELL 14 - DESTROYED,I,WL
CA3610036,20,WELL 16 - INACTIVE,I,WL
CA3610036,21,WELL 17 - INACTIVE,I,WL
CA3610036,22,WELL 19 - INACTIVE,I,WL
CA3610037,0,MILL CREEK,A,IN
CA3610037,1,SANTA ANA RIVER,A,IN
CA3610037,2,STATE WATER PROJECT - FROM SBVWD,A,IN
CA3610037,3,AGATE WELL 02,A,WL
CA3610037,4,AIRPORT NO. 2 WELL,A,WL
CA3610037,5,AIRPORT WELL NO. 1,A,WL
CA3610037,6,CHURCH STREET WELL,A,WL
CA3610037,7,CRAFTON WELL,A,WL
CA3610037,8,EAST LUGONIA WELL 03,A,WL
CA3610037,9,EAST LUGONIA WELL 04,A,WL
CA3610037,10,EAST LUGONIA WELL 06,A,WL
CA3610037,11,MADERIA WELL,A,WL
CA3610037,12,MAGUET WELL 02,A,WL
CA3610037,13,MENTONE ACRES WELL NO. 2,A,WL
CA3610037,14,MILL CREEK 02 A WELL,A,WL
CA3610037,15,MILL CREEK WELL 02,A,WL
CA3610037,16,MILL CREEK WELL 04,A,WL
CA3610037,17,NORTH ORANGE WELL 01,A,WL
CA3610037,18,NORTH ORANGE WELL 2,A,WL
CA3610037,19,ORANGE STREET WELL,A,WL
CA3610037,20,REES WELL,A,WL
CA3610037,21,SAN BERNARDINO AVENUE WELL,A,WL
CA3610037,22,WELL 10 - ACTIVE WITH BLENDING,A,WL
CA3610037,23,WELL 13 - ACTIVE WITH BLENDING,A,WL
CA3610037,24,WELL 38,A,WL
CA3610037,25,WELL 39,A,WL
CA3610037,26,AGATE WELL 01 - INACTIVE,I,WL
CA3610037,27,CHICKEN HILL WELL - INACTIVE,I,WL
CA3610037,28,DAIRY BARN WELL(?TRANSFERRED TO YUCAIPA),I,WL
CA3610037,29,EAST LUGONIA WELL 02 - INACTIVE,I,WL
CA3610037,30,HOG CANYON WELL - DESTROYED,I,WL
CA3610037,31,HOG CANYON WELL 02 - INACTIVE,I,WL
CA3610037,32,LANGFORD WELL - INACTIVE,I,WL
CA3610037,33,LEE WELL - INACTIVE,I,WL
CA3610037,34,MAGUET WELL 01 - INACTIVE,I,WL
CA3610037,35,MAGUET WELL 03 - INACTIVE,I,WL
CA3610037,36,MILL CREEK WELL 0-A - INACTIVE,I,WL
CA3610037,37,MILL CREEK WELL 01 - INACTIVE,I,WL
CA3610037,38,MISSION WELL - INACTIVE,I,WL
CA3610037,39,NEW YORK STREET WELL - INACTIVE,I,WL
CA3610037,40,REDLANDS HEIGHTS WELL - INACTIVE,I,WL
CA3610037,41,SAN BERNARDINO AVE WELL - INACTIVE,I,WL
CA3610037,42,SAN BERNARDINO AVE WELL 01 - INACTIVE,I,WL
CA3610037,43,WELL 04R - ABANDONED 1979,I,WL
CA3610037,44,WELL 11 - INACTIVE,I,WL
CA3610037,45,WELL 14 - INACTIVE,I,WL
CA3610037,46,WELL 16 - INACTIVE,I,WL
CA3610037,47,WELL 17 - ABANDONED 1976,I,WL
CA3610037,48,WELL 30A - INACTIVE,I,WL
CA3610037,49,WELL 31A - INACTIVE,I,WL
CA3610037,50,WELL 32 - INACTIVE,I,WL
CA3610037,51,WELL 34 - AGRICULTURAL,I,WL
CA3610037,52,WELL 35 - INACTIVE,I,WL
CA3610037,53,WELL 36 - INACTIVE,I,WL
CA3610037,54,WELL 37 - INACTIVE,I,WL
CA3610037,55,WELL 40 - DESTROYED,I,WL
CA3610037,56,WELL 41 - INACTIVE,I,WL
CA3610037,57,YUCAIPA BLVD WELL - INACTIVE,I,WL
CA3610038,0,BASELINE FEEDER,A,CC
CA3610038,1,EMERGENCY INTERTIE - CITY OF SAN BERNARD,A,CC
CA3610038,2,EMERGENCY INTERTIE - RIV HIGHLAND MWC,A,CC
CA3610038,3,EMERGENCY INTERTIE - SGVWC FONTANA WC,A,CC
CA3610038,4,PURCHASED WATER - WEST VALLEY WD,A,CC
CA3610038,5,AIRPORT WELL (RIALTO 03),A,WL
CA3610038,6,CHINO WELL 02,A,WL
CA3610038,7,CITY WELL 02,A,WL
CA3610038,8,CITY WELL 03,A,WL
CA3610038,9,CITY WELL 04A,A,WL
CA3610038,10,MIRO 2,A,WL
CA3610038,11,MIRO 3,A,WL
CA3610038,12,RIALTO WELL 05,A,WL
CA3610038,13,RIALTO WELL 06 (ETIWANDA WELL),A,WL
CA3610038,14,FILTER PLANT - RAW (DESTROYED),I,IN
CA3610038,15,FILTER PLANT - TREATED (DESTROYED),I,IN
CA3610038,16,CEDAR WELL (RIALTO 01),I,WL
CA3610038,17,CITY WELL 01 - INACTIVE,I,WL
CA3610038,18,CITY WELL 04 - ABANDONED,I,WL
CA3610038,19,CITY WELL 05 - INACTIVE,I,WL
CA3610038,20,CITY WELL 06 - INACTIVE,I,WL
CA3610038,21,FOOTHILL TUDOR (RIALTO 07)- ABANDONED,I,WL
CA3610038,22,HIGHLAND WELL (RIALTO 02) - INACTIVE,I,WL
CA3610038,23,RIALTO TUDOR (CHINO 01) - INACTIVE,I,WL
CA3610038,24,RIALTO WELL 04(DUNCAN WELL) - INACTIVE,I,WL
CA3610039,0,10 TH & J WELL,A,WL
CA3610039,1,16 TH AND SIERRA WAY,A,WL
CA3610039,2,17 TH AND SIERRA WAY,A,WL
CA3610039,3,19 TH STREET WELL 01,A,WL
CA3610039,4,19 TH STREET WELL 02,A,WL
CA3610039,5,27 TH AND ACACIA STREET,A,WL
CA3610039,6,30 TH AND MT VIEW AVENUE,A,WL
CA3610039,7,31 ST AND MT VIEW AVENUE,A,WL
CA3610039,8,40TH STREET WELL,A,WL
CA3610039,9,ANTIL WELL 06,A,WL
CA3610039,10,BASELINE AND CALIFORNIA,A,WL
CA3610039,11,CAJON CANYON - ACTIVE (6-27-08),A,WL
CA3610039,12,CAJON WELL 02,A,WL
CA3610039,13,CAJON WELL 03,A,WL
CA3610039,14,CAJON WELL 04,A,WL
CA3610039,15,DEVIL CANYON WELL 01,A,WL
CA3610039,16,DEVIL CANYON WELL 02,A,WL
CA3610039,17,DEVIL CANYON WELL 03,A,WL
CA3610039,18,DEVIL CANYON WELL 04,A,WL
CA3610039,19,DEVIL CANYON WELL 05,A,WL
CA3610039,20,DEVIL CANYON WELL 06,A,WL
CA3610039,21,DEVIL CANYON WELL 07,A,WL
CA3610039,22,EPA WELL 01,A,WL
CA3610039,23,EPA WELL 02,A,WL
CA3610039,24,EPA WELL 03,A,WL
CA3610039,25,EPA WELL 04,A,WL
CA3610039,26,EPA WELL 05,A,WL
CA3610039,27,EPA WELL 06,A,WL
CA3610039,28,EPA WELL 07,A,WL
CA3610039,29,EPA WELL 108,A,WL
CA3610039,30,EPA WELL 108S,A,WL
CA3610039,31,EPA WELL 109,A,WL
CA3610039,32,EPA WELL 110,A,WL
CA3610039,33,EPA WELL 111,A,WL
CA3610039,34,EPA WELL 112,A,WL
CA3610039,35,GILBERT,A,WL
CA3610039,36,KENWOOD WELL,A,WL
CA3610039,37,KENWOOD WELL 02,A,WL
CA3610039,38,LEROY,A,WL
CA3610039,39,LYNWOOD,A,WL
CA3610039,40,LYTLE CREEK WELL 02,A,WL
CA3610039,41,MALLORY WELL,A,WL
CA3610039,42,MILL AND D STREET WELL 182,A,WL
CA3610039,43,MT VERNON,A,WL
CA3610039,44,NEWMARK WELL 01,A,WL
CA3610039,45,NEWMARK WELL 02,A,WL
CA3610039,46,NEWMARK WELL 03,A,WL
CA3610039,47,NEWMARK WELL 04,A,WL
CA3610039,48,OLIVE AND GARDNER WELL,A,WL
CA3610039,49,PERRIS HILL WELL 04,A,WL
CA3610039,50,PERRIS HILL WELL 05,A,WL
CA3610039,51,SEVENTH STREET,A,WL
CA3610039,52,VINCENT,A,WL
CA3610039,53,WATERMAN AVENUE,A,WL
CA3610039,54,DEVILS CANYON - RAW - ABANDONED,I,IN
CA3610039,55,DEVILS CANYON - TREATED - DESTROYED,I,IN
CA3610039,56,23 RD AND E STREET - INACTIVE,I,WL
CA3610039,57,ANTIL WELL 04 - INACTIVE,I,WL
CA3610039,58,ANTIL WELL 05 - INACTIVE,I,WL
CA3610039,59,ARROWHEAD COUNTRY CLUB - INACTIVE,I,WL
CA3610039,60,CAJON WELL 01 - INACTIVE,I,WL
CA3610039,61,DARBY WELL - INACTIVE,I,WL
CA3610039,62,ELLEANA BROS. WELL (NOT CITY'S)-INACTIVE,I,WL
CA3610039,63,IVDA WELL 11,I,WL
CA3610039,64,LYTLE CREEK WELL 01 - INACTIVE 5-14-07,I,WL
CA3610039,65,NORTH E STREET - INACTIVE,I,WL
CA3610039,66,PERRIS HILL WELL 03 - INACTIVE,I,WL
CA3610041,0,CVWD-PURCHASED,A,CC
CA3610041,1,LYTLE CREEK RAW,A,IN
CA3610041,2,MWD SWP - RAW,A,IN
CA3610041,3,GRAPELAND TUNNEL,A,WL
CA3610041,4,WELL F-07A,A,WL
CA3610041,5,WELL F-07B,A,WL
CA3610041,6,WELL F-10B,A,WL
CA3610041,7,WELL F-10C,A,WL
CA3610041,8,WELL F-13A (37),A,WL
CA3610041,9,WELL F-13B,A,WL
CA3610041,10,WELL F-15A,A,WL
CA3610041,11,WELL F-17B (39),A,WL
CA3610041,12,WELL F-17C,A,WL
CA3610041,13,WELL F-23A,A,WL
CA3610041,14,WELL F-24A,A,WL
CA3610041,15,WELL F-26A,A,WL
CA3610041,16,WELL F-27A (27),A,WL
CA3610041,17,WELL F-28A (03),A,WL
CA3610041,18,WELL F-29A (04),A,WL
CA3610041,19,WELL F-31A (31),A,WL
CA3610041,20,WELL F-32A (32),A,WL
CA3610041,21,WELL F-33A (33),A,WL
CA3610041,22,WELL F-34A (08),A,WL
CA3610041,23,WELL F-36A (13),A,WL
CA3610041,24,WELL F-40A (24),A,WL
CA3610041,25,WELL F-42A (26),A,WL
CA3610041,26,WELL F-44A,A,WL
CA3610041,27,WELL F-44B,A,WL
CA3610041,28,WELL F-44C,A,WL
CA3610041,29,WELL F-49A,A,WL
CA3610041,30,WELL F10D,A,WL
CA3610041,31,WELL F21B,A,WL
CA3610041,32,WELL F54A,A,WL
CA3610041,33,SBVMWD SWP WATER - RAW - INACTIVE,I,IN
CA3610041,34,MILLER NARROWS WELL 02 - INACTIVE,I,WL
CA3610041,35,WELL 01 - INACTIVE,I,WL
CA3610041,36,WELL 07 - INACTIVE,I,WL
CA3610041,37,WELL 14 - INACTIVE,I,WL
CA3610041,38,WELL 35 - INACTIVE,I,WL
CA3610041,39,WELL F-02A - INACTIVE,I,WL
CA3610041,40,WELL F-03A (16) - INACTIVE,I,WL
CA3610041,41,WELL F-04A - INACTIVE,I,WL
CA3610041,42,WELL F-10A (22) - ABANDONED,I,WL
CA3610041,43,WELL F-17A (20) - INACTIVE,I,WL
CA3610041,44,WELL F-18A (34) - INACTIVE,I,WL
CA3610041,45,WELL F-21A (18) - INACTIVE,I,WL
CA3610041,46,WELL F-22A - INACTIVE,I,WL
CA3610041,47,WELL F-25A - INACTIVE,I,WL
CA3610041,48,WELL F-30A (30) - INACTIVE,I,WL
CA3610041,49,WELL F-35A (11) - ABANDONED,I,WL
CA3610041,50,WELL F-37A (17) - INACTIVE,I,WL
CA3610041,51,WELL F-38A (38) - DESTROYED,I,WL
CA3610041,52,WELL F-39A (21) - ABANDONED,I,WL
CA3610041,53,WELL F-41A (25) - INACTIVE,I,WL
CA3610043,0,AGATE WELL 04,A,WL
CA3610043,1,AGATE WELL 05,A,WL
CA3610043,2,AGATE WELL 06,A,WL
CA3610043,3,ARROWHEAD WELL 02,A,WL
CA3610043,4,BRADSHAW WELL 02,A,WL
CA3610043,5,BRADSHAW WELL 04,A,WL
CA3610043,6,BRADSHAW WELL 05,A,WL
CA3610043,7,BRADSHAW WELL 06,A,WL
CA3610043,8,BRADSHAW WELL 07,A,WL
CA3610043,9,BRADSHAW WELL 11,A,WL
CA3610043,10,BRADSHAW WELL 12,A,WL
CA3610043,11,BRADSHAW WELL 13,A,WL
CA3610043,12,CROOKS WELL - STANDBY,A,WL
CA3610043,13,GLEN ROAD WELL 01,A,WL
CA3610043,14,GLEN ROAD WELL 02,A,WL
CA3610043,15,AGATE WELL 02 - DESTROYED,I,WL
CA3610043,16,AGATE WELL 03 - INACTIVE,I,WL
CA3610043,17,AGATE WELL 15 - DESTROYED,I,WL
CA3610043,18,ARROWHEAD WELL 03 - INACTIVE,I,WL
CA3610043,19,ARROWHEAD WELL 04 - INACTIVE,I,WL
CA3610043,20,BRADSHAW WELL 01 - INACTIVE,I,WL
CA3610043,21,BRADSHAW WELL 03 - INACTIVE,I,WL
CA3610043,22,BRADSHAW WELL 08 - DESTROYED,I,WL
CA3610043,23,BRADSHAW WELL 09 - DESTROYED,I,WL
CA3610043,24,BRADSHAW WELL 10 - INACTIVE,I,WL
CA3610043,25,BRADSHAW WELL 14 - INACTIVE,I,WL
CA3610043,26,ROBINSON WELL 14 - DESTROYED,I,WL
CA3610043,27,ROBINSON WELL 16 - DESTROYED,I,WL
CA3610043,28,SOAPMINE WELL 02 - INACTIVE,I,WL
CA3610044,0,INTERTIE - SUGARLOAF (SB BOOSTER),A,CC
CA3610044,1,BOW CANYON,A,WL
CA3610044,2,DIVISION PLANT WELL 02 - RAW,A,WL
CA3610044,3,DIVISION PLANT WELL 04 - STANDBY,A,WL
CA3610044,4,DIVISION PLANT WELL 05,A,WL
CA3610044,5,DIVISION PLANT WELL 06,A,WL
CA3610044,6,DIVISION PLANT WELL 07,A,WL
CA3610044,7,DIVISION WELL 08,A,WL
CA3610044,8,LA CRESCENTA WELL,A,WL
CA3610044,9,LAKE PLANT WELL 06,A,WL
CA3610044,10,LAKE PLANT WELL NO. 5,A,WL
CA3610044,11,LASSEN WELL 04,A,WL
CA3610044,12,MCALISTER WELL,A,WL
CA3610044,13,MIDDLE SCHOOL WELL,A,WL
CA3610044,14,OAK WELL,A,WL
CA3610044,15,PENNSYLVANIA WELL 01,A,WL
CA3610044,16,SAND CANYON,A,WL
CA3610044,17,SHEEPHORN WELL,A,WL
CA3610044,18,SLANT WELL 02,A,WL
CA3610044,19,SLANT WELL 03,A,WL
CA3610044,20,SLANT WELL 04,A,WL
CA3610044,21,SLANT WELL 05,A,WL
CA3610044,22,SLANT WELL 06,A,WL
CA3610044,23,SLANT WELL 07,A,WL
CA3610044,24,SLANT WELL 08,A,WL
CA3610044,25,SLANT WELL 09,A,WL
CA3610044,26,SLANT WELL 10,A,WL
CA3610044,27,SLANT WELL 11,A,WL
CA3610044,28,SLANT WELL 12,A,WL
CA3610044,29,SLANT WELL 13,A,WL
CA3610044,30,SLANT WELL 14,A,WL
CA3610044,31,SLANT WELL 15 (HORIZONTAL),A,WL
CA3610044,32,SLANT WELL 16 (HORIZONTAL),A,WL
CA3610044,33,SLANT WELL 17 (HORIZONTAL),A,WL
CA3610044,34,SLANT WELL 18 (HORIZONTAL),A,WL
CA3610044,35,SLANT WELL 19 (HORIZONTAL),A,WL
CA3610044,36,SLANT WELL 20 (HORIZONTAL),A,WL
CA3610044,37,CANVASBACK WELL - INACTIVE,I,WL
CA3610044,38,DIVISION PLANT WELL 01 - INACTIVE,I,WL
CA3610044,39,DIVISION PLANT WELL 03 - INACTIVE,I,WL
CA3610044,40,LAKE PLANT WELL 01 - INACTIVE,I,WL
CA3610044,41,LAKE PLANT WELL 02 - INACTIVE,I,WL
CA3610044,42,LAKE PLANT WELL 03 - INACTIVE,I,WL
CA3610044,43,LAKE PLANT WELL 04 - DESTROYED,I,WL
CA3610044,44,LASSEN 01 - DESTROYED,I,WL
CA3610044,45,LASSEN 03 - DESTROYED,I,WL
CA3610044,46,SLANT WELL 01 - ABANDONED,I,WL
CA3610045,0,PURCHASED-CLAWA,A,CC
CA3610045,1,APACHE WELL - DESTROYED,I,WL
CA3610045,2,GOVT (BRIDAL) WELL - DESTROYED,I,WL
CA3610045,3,LAKEVIEW WELL - DESTROYED,I,WL
CA3610046,0,CLAWA WHOLESALE,A,CC
CA3610046,1,DOS MOS,A,WL
CA3610046,2,LOWER OAK WELL,A,WL
CA3610046,3,VERTICAL WELL 01,A,WL
CA3610046,4,NORTH CANYON 01 - ABANDONED,I,WL
CA3610046,5,NORTH CANYON 02 - ABANDONED,I,WL
CA3610046,6,NORTH CANYON 03 - ABANDONED,I,WL
CA3610046,7,NORTH CANYON 04 - ABANDONED,I,WL
CA3610046,8,NORTH CANYON 05 - ABANDONED,I,WL
CA3610046,9,NORTH CANYON 06 - ABANDONED,I,WL
CA3610046,10,OAK TREE 01 - INACTIVE,I,WL
CA3610046,11,OAK TREE 02 - INACTIVE,I,WL
CA3610046,12,OAK TREE 04 - INACTIVE,I,WL
CA3610046,13,OAK WELL 03 - INACTIVE,I,WL
CA3610046,14,QUONSET HUT WELL - DESTROYED,I,WL
CA3610047,0,BOBOLINK WELL,A,WL
CA3610047,1,BUFORD WELL 05,A,WL
CA3610047,2,CEDAR WELL,A,WL
CA3610047,3,EVERGREEN WELL 01,A,WL
CA3610047,4,GOVT. CANYON WELL 03,A,WL
CA3610047,5,HEATHCREEK WELL 04 - RAW,A,WL
CA3610047,6,HEATHCREEK WELL 07,A,WL
CA3610047,7,ORCHARD WELL,A,WL
CA3610047,8,BUFORD WELL 02 - INACTIVE,I,WL
CA3610047,9,HEATHCREEK WELL 06 - DESTROYED,I,WL
CA3610047,10,WELL 01 - INACTIVE,I,WL
CA3610048,0,INTERTIE FROM COLTON,A,CC
CA3610048,1,WELL 01 (OLD 04),A,WL
CA3610048,2,WELL 02 (OLD 03),A,WL
CA3610049,0,WELL 12,A,WL
CA3610049,1,WELL 14,A,WL
CA3610049,2,WELL 15,A,WL
CA3610049,3,WELL 16,A,WL
CA3610049,4,WELL 17,A,WL
CA3610049,5,WELL WTP-1,A,WL
CA3610049,6,WELL 01 - INACTIVE,I,WL
CA3610049,7,WELL 02 - INACTIVE,I,WL
CA3610049,8,WELL 03 - DESTROYED,I,WL
CA3610049,9,WELL 03B - DESTROYED,I,WL
CA3610049,10,WELL 04 - INACTIVE,I,WL
CA3610049,11,WELL 05 - INACTIVE,I,WL
CA3610049,12,WELL 06 - INACTIVE,I,WL
CA3610049,13,WELL 07 - INACTIVE,I,WL
CA3610049,14,WELL 08 - INACTIVE,I,WL
CA3610049,15,WELL 09-INACTIVE,I,WL
CA3610049,16,WELL 10 - INACTIVE,I,WL
CA3610049,17,WELL 11 - TREATMENT-INACTIVE,I,WL
CA3610049,18,WELL 13 - DESTROYED,I,WL
CA3610050,0,CVWD CONNECTION - TREATED,A,CC
CA3610050,1,SAWCO 24TH & CAMPUS - PURCHASED,A,CC
CA3610050,2,SAWCO ONE CONNECTION - PURCHASED,A,CC
CA3610050,3,WEST END CONSOLIDATED - PURCHASED,A,CC
CA3610050,4,WFA CONNECTION - TREATED,A,CC
CA3610050,5,SAN ANTONIO CANYON WTP - RAW,A,IN
CA3610050,6,WELL 01A,A,WL
CA3610050,7,WELL 03,A,WL
CA3610050,8,WELL 05,A,WL
CA3610050,9,WELL 07A,A,WL
CA3610050,10,WELL 08,A,WL
CA3610050,11,WELL 15,A,WL
CA3610050,12,WELL 17,A,WL
CA3610050,13,WELL 20,A,WL
CA3610050,14,WELL 01 - DESTROYED,I,WL
CA3610050,15,WELL 02 - INACTIVE,I,WL
CA3610050,16,WELL 07 - DESTROYED,I,WL
CA3610050,17,WELL 09 - INACTIVE,I,WL
CA3610050,18,WELL 11 - DESTROYED,I,WL
CA3610050,19,WELL 12 - DESTROYED,I,WL
CA3610050,20,WELL 13 - TIOGA WELL 03 - ABANDONED,I,WL
CA3610050,21,WELL 14 - DESTROYED,I,WL
CA3610050,22,WELL 21 A,I,WL
CA3610051,0,CLAWA WHOLESALE,A,CC
CA3610051,1,ALDER WELL 01,A,WL
CA3610051,2,ALDER WELL 02,A,WL
CA3610051,3,BALBOA WELL,A,WL
CA3610051,4,CROSS WELL,A,WL
CA3610051,5,FREAD,A,WL
CA3610051,6,LAVIN WELL,A,WL
CA3610051,7,MURPHY VERT,A,WL
CA3610051,8,PIERSON WELL,A,WL
CA3610051,9,RIALTO VERT WELL,A,WL
CA3610051,10,RIALTO WELL 01,A,WL
CA3610051,11,RIALTO WELL 02,A,WL
CA3610051,12,RIALTO WELL 03,A,WL
CA3610051,13,RIALTO WELL 04,A,WL
CA3610051,14,RIALTO WELL 05,A,WL
CA3610051,15,RIALTO WELL 06,A,WL
CA3610051,16,RIALTO WELL 07,A,WL
CA3610051,17,RIALTO WELL 08,A,WL
CA3610051,18,SHARP WELL,A,WL
CA3610051,19,STEGER WELL,A,WL
CA3610051,20,WILDER WELL,A,WL
CA3610051,21,ALDER SPRINGS - INACTIVE,I,SP
CA3610051,22,GEORGE NEILL VERTICAL WELL - INACTIVE,I,WL
CA3610051,23,LOWER STEGAR COMPOSITE 1 2,I,WL
CA3610051,24,LOWER STEGER WELL 01 -HORZ. - INACTIVE,I,WL
CA3610051,25,LOWER STEGER WELL 02 -HORZ. - INACTIVE,I,WL
CA3610051,26,LOWER WILDER COMPOSITE (1 & 2),I,WL
CA3610051,27,MYSTERY WELL 01 - ABANDONED,I,WL
CA3610051,28,MYSTERY WELL 02 - HORIZ - ABANDONED,I,WL
CA3610051,29,MYSTERY WELL 03 - HORIZ - ABANDONED,I,WL
CA3610051,30,NEIL HORIZONTAL WELL - ABANDONED,I,WL
CA3610051,31,OBST WELL - INACTIVE,I,WL
CA3610052,0,MWA TURNOUT 3,A,CC
CA3610052,1,MWA TURNOUT 6,A,CC
CA3610052,2,WELL 109,A,WL
CA3610052,3,WELL 116,A,WL
CA3610052,4,WELL 118,A,WL
CA3610052,5,WELL 119,A,WL
CA3610052,6,WELL 120,A,WL
CA3610052,7,WELL 121,A,WL
CA3610052,8,WELL 122,A,WL
CA3610052,9,WELL 123,A,WL
CA3610052,10,WELL 126,A,WL
CA3610052,11,WELL 127,A,WL
CA3610052,12,WELL 128,A,WL
CA3610052,13,WELL 129,A,WL
CA3610052,14,WELL 130,A,WL
CA3610052,15,WELL 131,A,WL
CA3610052,16,WELL 132,A,WL
CA3610052,17,WELL 133,A,WL
CA3610052,18,WELL 134,A,WL
CA3610052,19,WELL 135,A,WL
CA3610052,20,WELL 136,A,WL
CA3610052,21,WELL 137,A,WL
CA3610052,22,WELL 138,A,WL
CA3610052,23,WELL 139,A,WL
