pws_id,entry_id,name,status,type_code
CA1510003,67,WELL 192-01 - BEFORE H2S GAC,A,WL
CA1510003,68,WELL 195-01 - RAW,A,WL
CA1510003,69,WELL 202-01 - BEFORE_GAC-TCP_AS-TRT,A,WL
CA1510003,70,WELL 011-03 - DESTROYED `82,I,WL
CA1510003,71,WELL 022-02 - RAW - INACTIVE (MTBE>AL),I,WL
CA1510003,72,WELL 031-02 - DESTROYED `74,I,WL
CA1510003,73,WELL 033-02 - INACTIVE RAW,I,WL
CA1510003,74,WELL 034-02 - INACTIVE RAW,I,WL
CA1510003,75,WELL 035-02 - INAC 2009 PCE,I,WL
CA1510003,76,WELL 037-01 - INACTIVE `67,I,WL
CA1510003,77,WELL 039-02 - RAW INAC-MAR2011,I,WL
CA1510003,78,WELL 041-02 - RAW INAC-2018,I,WL
CA1510003,79,WELL 044-01 - RAW - INACTIVE,I,WL
CA1510003,80,WELL 046-01 - DESTROYED `82,I,WL
CA1510003,81,WELL 049-01 - DESTROYED `85,I,WL
CA1510003,82,WELL 050-01 - DESTROYED `85,I,WL
CA1510003,83,WELL 051-01 - DESTROYED `89,I,WL
CA1510003,84,WELL 052-01 - DESTROYED `70'S,I,WL
CA1510003,85,WELL 053-01 - DESTROYED `89,I,WL
CA1510003,86,WELL 055-01 - DESTROYED `89,I,WL
CA1510003,87,WELL 056-01 - DESTROYED `89,I,WL
CA1510003,88,WELL 058-01 - DESTROYED,I,WL
CA1510003,89,WELL 060-02 - RAW INAC 2012,I,WL
CA1510003,90,WELL 061-02 - DESTROYED `89,I,WL
CA1510003,91,WELL 062-01 - DESTROYED `86,I,WL
CA1510003,92,WELL 064-01 - RAW - INACTIVE,I,WL
CA1510003,93,WELL 065-01 - DESTROYED `89,I,WL
CA1510003,94,WELL 066-02 - RAW INAC-2018,I,WL
CA1510003,95,WELL 069-01 - DESTROYED `91,I,WL
CA1510003,96,WELL 070-01 - DESTROYED,I,WL
CA1510003,97,WELL 071-01 - RAW INAC-2018,I,WL
CA1510003,98,WELL 074-01 - DESTROYED `89,I,WL
CA1510003,99,WELL 075-01 - RAW - INACTIVE,I,WL
CA1510003,100,WELL 076-01 - DESTROYED `91,I,WL
CA1510003,101,WELL 078-01 - INACTIVE,I,WL
CA1510003,102,WELL 083-01 - INAC_2017,I,WL
CA1510003,103,WELL 087-01 - INACTIVE,I,WL
CA1510003,104,WELL 090-01 - DESTROYED `89,I,WL
CA1510003,105,WELL 092-01 - RAW INAC-2018,I,WL
CA1510003,106,WELL 093-01 - RAW INAC 2012,I,WL
CA1510003,107,WELL 094-01 - INACTIVE,I,WL
CA1510003,108,WELL 095-01 - RAW - INACTIVE,I,WL
CA1510003,109,WELL 097-01 - INACTIVE,I,WL
CA1510003,110,WELL 098-01 - RAW INAC 2012,I,WL
CA1510003,111,WELL 099-01 - INACTIVE,I,WL
CA1510003,112,WELL 103-01 - DESTROYED `89,I,WL
CA1510003,113,WELL 104-01 - DESTROYED `91,I,WL
CA1510003,114,WELL 106-01 - INACTIVE,I,WL
CA1510003,115,WELL 107-01 - INAC_2017,I,WL
CA1510003,116,WELL 108-01 - INACTIVE,I,WL
CA1510003,117,WELL 109-01 - DESTROYED `91,I,WL
CA1510003,118,WELL 110-01 - DESTROYED `91,I,WL
CA1510003,119,WELL 111-01 - RAW - INACTIVE,I,WL
CA1510003,120,WELL 112-01 - RAW INAC-2018,I,WL
CA1510003,121,WELL 113-01 - RAW - INACTIVE,I,WL
CA1510003,122,WELL 114-01 - INACTIVE,I,WL
CA1510003,123,WELL 115-01 - RAW - DESTROYED,I,WL
CA1510003,124,WELL 117-01 - INACTIVE,I,WL
CA1510003,125,WELL 118-01 - INACTIVE RAW,I,WL
CA1510003,126,WELL 119-01 - INACTIVE `93,I,WL
CA1510003,127,WELL 120-01 - STANDBY INAC2018,I,WL
CA1510003,128,WELL 121-01 - DESTROYED,I,WL
CA1510003,129,WELL 124-01 - DESTROYED `89,I,WL
CA1510003,130,WELL 127-01 - INACTIVE,I,WL
CA1510003,131,WELL 136-01 - INAC-2018,I,WL
CA1510003,132,WELL 137-01 - INAC_2017,I,WL
CA1510003,133,WELL 139-01 - INACTIVE (NO3),I,WL
CA1510003,134,WELL 148-01 - DESTROYED `89,I,WL
CA1510003,135,WELL 152-01 - DESTROYED `87,I,WL
CA1510003,136,WELL 153-01 - BEFORE PCE GAC INAC2018,I,WL
CA1510003,137,WELL 155-01 - DESTROYED `70'S,I,WL
CA1510003,138,WELL 159-01 - RAW INAC-2018,I,WL
CA1510003,139,WELL 160-01 - INAC-2018,I,WL
CA1510003,140,WELL 161-01 - RAW INAC-2018,I,WL
CA1510003,141,WELL 163-01 - INAC_2017,I,WL
CA1510003,142,WELL 164-01 - RAW INAC-2018,I,WL
CA1510003,143,WELL 165-01 - DESTROYED `88,I,WL
CA1510003,144,WELL 166-02 - DESTROYED `78,I,WL
CA1510003,145,WELL 167-01 - INACTIVE,I,WL
CA1510003,146,WELL 168-01 - DESTROYED `88,I,WL
CA1510003,147,WELL 170-01 - DESTROYED '77,I,WL
CA1510003,148,WELL 171-01 - DESTROYED `89,I,WL
CA1510003,149,WELL 181-01 - DESTROYED `88,I,WL
CA1510003,150,WELL 187-01 - RAW INAC-2018,I,WL
CA1510003,151,WELL 193-01 - INAC 2015,I,WL
CA1510003,152,WELL 194-01 - DESTROYED `90,I,WL
CA1510003,153,WELL 198-01 - INAC_2017,I,WL
CA1510003,154,WELL 199-01 - RAW INAC-2018,I,WL
CA1510003,155,WELL 200-01 - RAW INAC-2018,I,WL
CA1510003,156,SW TREATMENT PLANT INFLUENT - PENDING,P,IN
CA1510004,0,CWS-BAKERSFIELD INTERCONNECTION,A,CC
CA1510004,1,WELL 03 (DEL MAR DR),A,WL
CA1510004,2,WELL 04 (LOMITA DR),A,WL
CA1510004,3,WELL 01 - INACTIVE,I,WL
CA1510004,4,WELL 02 - DESTROYED 10/99,I,WL
CA1510005,0,WELL 20 - RAW,A,WL
CA1510005,1,WELL 22 - BEFORE AS TRT,A,WL
CA1510005,2,WELL 24 - BEFORE AS TRT,A,WL
CA1510005,3,WELL 25 - RAW,A,WL
CA1510005,4,WELL 26 - BEFORE AS TRT,A,WL
CA1510005,5,WELL 29 - RAW,A,WL
CA1510005,6,WELL 30 - RAW,A,WL
CA1510005,7,WELL 31 - RAW,A,WL
CA1510005,8,WELL 33 - RAW,A,WL
CA1510005,9,WELL 34 - RAW,A,WL
CA1510005,10,WELL 35 - BEFORE_NO3_FXBR,A,WL
CA1510005,11,WELL 38 - RAW,A,WL
CA1510005,12,WELL 39 - BEFORE AS TRT,A,WL
CA1510005,13,WELL 01 - DESTROYED,I,WL
CA1510005,14,WELL 02 - DESTROYED,I,WL
CA1510005,15,WELL 03 - DESTROYED,I,WL
CA1510005,16,WELL 04 - RAW INAC-2014,I,WL
CA1510005,17,WELL 05 - DESTROYED 2001,I,WL
CA1510005,18,WELL 06 - DESTROYED,I,WL
CA1510005,19,WELL 07 - DESTROYED,I,WL
CA1510005,20,WELL 08 - DESTROYED,I,WL
CA1510005,21,WELL 09 - DESTROYED,I,WL
CA1510005,22,WELL 10 - DESTROYED,I,WL
CA1510005,23,WELL 11 - DESTROYED,I,WL
CA1510005,24,WELL 12 - RAW INAC-2014,I,WL
CA1510005,25,WELL 14 - RAW INAC 2017,I,WL
CA1510005,26,WELL 17 - DESTROYED,I,WL
CA1510005,27,WELL 18 - INACTIVE,I,WL
CA1510005,28,WELL 19 - DESTROYED 2016,I,WL
CA1510005,29,WELL 21 - INAC-2014,I,WL
CA1510005,30,WELL 23 - RAW INAC-2014,I,WL
CA1510005,31,WELL 32 - RAW INAC2018,I,WL
CA1510006,0,PURCHASED - TREATED (KCWA),A,CC
CA1510006,1,WELL 14 - BEFORE AS BLEND,A,WL
CA1510006,2,WELL 18 - BEFORE AS TRT & BLEND,A,WL
CA1510006,3,WELL 19 - RAW,A,WL
CA1510006,4,WELL 20 - RAW,A,WL
CA1510006,5,WELL 21 - BEFORE ARSENIC TREATMENT,A,WL
CA1510006,6,WELL 22 - BEFORE NO3 BLND,A,WL
CA1510006,7,BRECKENRIDGE TP - RAW - OFFLINE-INACTIVE,I,IN
CA1510006,8,WELL 10 - INACTIVE 2007,I,WL
CA1510006,9,WELL 13 - BEFR AS BLEND INAC2012,I,WL
CA1510006,10,WELL 15 - DESTROYED,I,WL
CA1510006,11,WELL 16 - DESTROYED,I,WL
CA1510006,12,WELL 17 - RAW - INACTIVE,I,WL
CA1510006,13,WELL 23 - BEFORE_NITRATE-BLND,P,WL
CA1510007,0,MONTE VISTA WELL - STANDBY,A,WL
CA1510007,1,WELL 04,A,WL
CA1510007,2,WELL 05,A,WL
CA1510007,3,WELL 06,A,WL
CA1510007,4,PINE CANYON SPRING - INACTIVE,I,SP
CA1510007,5,SAM YOUNG SPRING - INACTIVE,I,SP
CA1510007,6,INACTIVE,I,WL
CA1510007,7,WELL 03 - INACTIVE,I,WL
CA1510009,0,WELL 01,A,WL
CA1510009,1,WELL 03,A,WL
CA1510009,2,WELL 05,A,WL
CA1510009,3,WELL 02 - DESTROYED,I,WL
CA1510011,0,WELL 02 - RAW,A,WL
CA1510011,1,WELL 03 - RAW STBY2016,A,WL
CA1510011,2,WELL 04 - RAW,A,WL
CA1510012,0,WELL 05 - RAW,A,WL
CA1510012,1,WELL 11 - RAW,A,WL
CA1510012,2,WELL 12 - RAW,A,WL
CA1510012,3,WELL 13 - RAW,A,WL
CA1510012,4,WELL 15 - RAW,A,WL
CA1510012,5,WELL 17 - BEFORE_GAC-TCP,A,WL
CA1510012,6,WELL 18 - BEFORE_GAC-TCP,A,WL
CA1510012,7,WELL 19 - RAW,A,WL
CA1510012,8,WELL 06 - DESTROYED,I,WL
CA1510012,9,WELL 06 - DESTROYED,I,WL
CA1510012,10,WELL 07 - DESTROYED,I,WL
CA1510012,11,WELL 09 - RAW - INACTIVE,I,WL
CA1510012,12,WELL 10 - RAW - DESTROYED,I,WL
CA1510012,13,WELL 14 - INACTIVE,I,WL
CA1510012,14,WELL 16 - INACTIVE 2008,I,WL
CA1510013,0,BROWNING RD WELL - RAW,A,WL
CA1510013,1,GARZOLI WELL - BEFORE AS-TRT,A,WL
CA1510013,2,WELL 06 - RAW,A,WL
CA1510013,3,TAYLOR WELL-INAC2016,I,WL
CA1510013,4,WELL 01 - DESTROYED,I,WL
CA1510013,5,WELL 02 - DESTROYED 2012,I,WL
CA1510013,6,WELL 03 - DESTROYED,I,WL
CA1510013,7,WELL 04 - DESTROYED 2012,I,WL
CA1510013,8,WELL 05 - DESTROYED,I,WL
CA1510014,0,AVEK TRTD INTAKE-PURCHASED,A,CC
CA1510014,1,ARSENIC FACILITY BLENDING TANK EFF,A,RS
CA1510014,2,COMPOSITE WELLS 09/08/07 BLEND RAW,A,WL
CA1510014,3,WELL 06,A,WL
CA1510014,4,WELL 07,A,WL
CA1510014,5,WELL 08,A,WL
CA1510014,6,WELL 09,A,WL
CA1510014,7,WELL 21A,A,WL
CA1510014,8,WELL 22,A,WL
CA1510014,9,WELL 03 - DESTROYED,I,WL
CA1510014,10,WELL 04 - DESTROYED,I,WL
CA1510014,11,WELL 21 - DESTROYED,I,WL
CA1510014,12,WELL 30 - INACTIVE,I,WL
CA1510015,0,WELL 03 - RAW,A,WL
CA1510015,1,WELL 12A - RAW,A,WL
CA1510015,2,WELL 14 - STBY (PCE),A,WL
CA1510015,3,WELL 17 - RAW,A,WL
CA1510015,4,WELL 22 - RAW,A,WL
CA1510015,5,WELL 23 - STANDBY,A,WL
CA1510015,6,WELL 25 - STBY,A,WL
CA1510015,7,WELL 27 - RAW,A,WL
CA1510015,8,PURCHASED WATER FROM NORTH OF THE RIVER,I,CC
CA1510015,9,WELL 01 - SOUTH INAC (NOR),I,WL
CA1510015,10,WELL 02 - NORTH INAC (NOR),I,WL
CA1510015,11,WELL 04A - ABANDONED,I,WL
CA1510015,12,WELL 08 - DESTROYED,I,WL
CA1510015,13,WELL 09 - INAC,I,WL
CA1510015,14,WELL 11A - INAC (PCE),I,WL
CA1510015,15,WELL 19 - INACTIVE,I,WL
CA1510015,16,WELL 20 - INAC (PCE),I,WL
CA1510015,17,WELL 26 - INAC (NO3),I,WL
CA1510015,18,WELL 29 - ABANDONED - SOLD TO TEXACO,I,WL
CA1510015,19,WELL 30 (AMWC) - RAW - INACTIVE,I,WL
CA1510015,20,WELL 31 - INAC (#2 7THSTD),I,WL
CA1510016,0,PRATHER WELL 01,A,WL
CA1510016,1,PRATHER WELL 02,A,WL
CA1510017,0,INTERTIE W/ SEARLES VALLEY MINERALS,A,CC
CA1510017,1,INTERTIE W/ US NAVY CHINA LAKE,A,CC
CA1510017,2,WELL 09A,A,WL
CA1510017,3,WELL 10,A,WL
CA1510017,4,WELL 11,A,WL
CA1510017,5,WELL 13,A,WL
CA1510017,6,WELL 17,A,WL
CA1510017,7,WELL 18,A,WL
CA1510017,8,WELL 30,A,WL
CA1510017,9,WELL 31,A,WL
CA1510017,10,WELL 33,A,WL
CA1510017,11,WELL 34,A,WL
CA1510017,12,RC WELL 06 - DESTROYED,I,WL
CA1510017,13,WELL 01 (RCH 01) - DESTROYED,I,WL
CA1510017,14,WELL 02 (RCH 02) - DESTROYED,I,WL
CA1510017,15,WELL 02 - DESTROYED,I,WL
CA1510017,16,WELL 03 (RCH 03) - DESTROYED,I,WL
CA1510017,17,WELL 03 - DESTROYED,I,WL
CA1510017,18,WELL 04 (RCH 04) - DESTROYED,I,WL
CA1510017,19,WELL 04 - DESTROYED,I,WL
CA1510017,20,WELL 05 (RCH 07) - DESTROYED,I,WL
CA1510017,21,WELL 06 (RCH 09) - DESTROYED,I,WL
CA1510017,22,WELL 07 - DESTROYED,I,WL
CA1510017,23,WELL 08 - ABANDONED,I,WL
CA1510017,24,WELL 09 - ABANDONED,I,WL
CA1510017,25,WELL 12 - ABANDONED,I,WL
CA1510017,26,WELL 14 (RCH 13) - DESTROYED,I,WL
CA1510017,27,WELL 15 (RCH 12) - DESTROYED,I,WL
CA1510017,28,WELL 18 (RCH 10) - DESTROYED,I,WL
CA1510017,29,WELL 19 - DESTROYED,I,WL
CA1510017,30,WELL 20 (SWWF 01) - DESTROYED,I,WL
CA1510018,0,AVEK TRTD INTAKE - PURCHASED,A,CC
CA1510018,1,WELL 05,A,WL
CA1510018,2,WELL 08,A,WL
CA1510018,3,WELL 09,A,WL
CA1510018,4,WELL 01 - ABANDONED,I,WL
CA1510018,5,WELL 02 - DESTROYED,I,WL
CA1510018,6,WELL 06-INACTIVE (MONITORING WELL),I,WL
CA1510018,7,WELL 07 - INACTIVE,I,WL
CA1510018,8,WELL 31L-AVWS-INACTIVE,I,WL
CA1510018,9,WELL 36C-AVWS-INACTIVE,I,WL
CA1510018,10,WELL 36E-AVWS-INACTIVE,I,WL
CA1510018,11,WELL 36K-AVWS-INACTIVE,I,WL
CA1510018,12,WELL WDS#54-AVWS-INACTIVE,I,WL
CA1510019,0,WELL 11 - BEFORE_GAC-TCP,A,WL
CA1510019,1,WELL 12 - RAW,A,WL
CA1510019,2,WELL 14 - BEFORE 123TCP GAC,A,WL
CA1510019,3,WELL 16 - RAW,A,WL
CA1510019,4,WELL 17- BEFORE_GAC-TCP,A,WL
CA1510019,5,WELL 18 - RAW,A,WL
CA1510019,6,WELL 05 - DESTROYED 1979,I,WL
CA1510019,7,WELL 06 - ABND 2014,I,WL
CA1510019,8,WELL 07 - RAW INAC2017,I,WL
CA1510019,9,WELL 08 - RAW INAC2017,I,WL
CA1510019,10,WELL 09 - INACTIVE (HIGH DBCP),I,WL
CA1510019,11,WELL 10 - RAW (DESTROYED 2010),I,WL
CA1510019,12,WELL 19 - RAW (BISHOP) INAC2016,I,WL
CA1510020,0,GOLDEN HILLS CSD - TREATED WATER,A,CC
CA1510020,1,CURRY STREET WELL,A,WL
CA1510020,2,DENNISON WELL,A,WL
CA1510020,3,MINTON WELL,A,WL
CA1510020,4,MOJAVE WELL,A,WL
CA1510020,5,PINON WELL,A,WL
CA1510020,6,WAHLSTROM WELL,A,WL
CA1510020,7,SNYDER WELL - INACTIVE,I,WL
CA1510021,0,WELL 07A - 4TH & POPLAR - RAW,A,WL
CA1510021,1,WELL 08A - POSO - RAW,A,WL
CA1510021,2,WELL 10 - IRIS - RAW,A,WL
CA1510021,3,WELL 11 - OAK - RAW,A,WL
CA1510021,4,WELL12 - MCCOMB - RAW,A,WL
CA1510021,5,WELL 01 - ABANDONED,I,WL
CA1510021,6,WELL 02 - LEONARD/GOLF - RAW INAC,I,WL
CA1510021,7,WELL 05 - CITY YARD - RAW INAC2018,I,WL
CA1510021,8,WELL 06 - SANTA FE - INACTIVE,I,WL
CA1510021,9,WELL 09 - 16TH & G - RAW (INAC 2010),I,WL
CA1510022,0,WELL 02-01 - BEFORE AS BLEND W/7 WELLS,A,WL
CA1510022,1,WELL 02-02 - RAW,A,WL
CA1510022,2,WELL 06-01 - RAW,A,WL
CA1510022,3,WELL 06-02 - RAW,A,WL
CA1510022,4,WELL 06-03 - RAW,A,WL
CA1510022,5,WELL 06-06 - RAW,A,WL
CA1510022,6,WELL 07-01R-RAW,A,WL
CA1510022,7,WELL 07-02 - RAW,A,WL
CA1510022,8,WELL NW-1 - RAW,A,WL
CA1510022,9,WELL NW-2 - RAW,A,WL
CA1510022,10,WELL NW-3 - RAW,A,WL
CA1510022,11,WELL NW-4 - RAW,A,WL
CA1510022,12,WELL NW-5 - RAW,A,WL
CA1510022,13,WELL 06 - DESTROYED 2008,I,WL
CA1510022,14,WELL 07 - INACTIVE,I,WL
CA1510022,15,WELL 07-01 - INAC 2013,I,WL
CA1510022,16,WELL 21A02 - RAW - NOT CONNECTED TO SYS,P,WL
CA1510022,17,WELL 21D01 - RAW - NOT CONNECTED TO SYS,P,WL
CA1510022,18,WELL 21G01 - RAW - NOT CONNECTED TO SYS,P,WL
CA1510023,0,WELL 01 - CARDON WELL,A,WL
CA1510023,1,WELL 02 - VERNON WELL,A,WL
CA1510023,2,WELL 04,A,WL
CA1510023,3,WELL 06 - DARK CANYON,A,WL
CA1510023,4,WELL 07,A,WL
CA1510023,5,SPRING OUTFLOW (SPRING BLEND) - INACTIVE,I,IN
CA1510023,6,LOWER DARK CANYON SPRING - INACTIVE,I,SP
CA1510023,7,SHEEP CAMP SPRING - INACTIVE,I,SP
CA1510023,8,UPPER DARK CANYON SPRING - INACTIVE,I,SP
CA1510023,9,WILLOW SPRING - INACTIVE,I,SP
CA1510023,10,WELL 03 - INACTIVE,I,WL
CA1510023,11,WELL 05 - CUDDY WELL (INACTIVE),I,WL
CA1510024,0,BERKSHIRE WELL,A,WL
CA1510024,1,DUBLIN WELL - RAW,A,WL
CA1510024,2,MCKEE WELL - RAW,A,WL
CA1510024,3,PANAMA WELL - RAW,A,WL
CA1510024,4,TAFT WELL - RAW,A,WL
CA1510025,0,LOT 156 LEISURE WELL,A,WL
CA1510025,1,SUPERIOR SOD WELL,A,WL
CA1510025,2,WELL P-17,A,WL
CA1510025,3,WELL Y-23,A,WL
CA1510025,4,SW TREATMENT PLANT - INFLUENT,I,IN
CA1510025,5,BENZ WELL,I,WL
CA1510025,6,BOLD VENTURE N WELL,I,WL
CA1510025,7,BUCKPASSER WELL,I,WL
CA1510025,8,CUMMINGS VALLEY WELL 01,I,WL
CA1510025,9,CUMMINGS VALLEY WELL 02,I,WL
CA1510025,10,WELL X-2,I,WL
CA1510026,0,WELL 104-01,A,WL
CA1510026,1,WELL 104-02,A,WL
CA1510026,2,WELL CH1 - INACTIVE,I,WL
CA1510026,3,WELL CH2 - ABANDONED,I,WL
CA1510026,4,WELL CH2A - INACTIVE,I,WL
CA1510026,5,WELL CH3 - INACTIVE,I,WL
CA1510027,0,AVEK TREATED INTAKE (PURCHASED),A,CC
CA1510027,1,WELL 02 - STANDBY,A,WL
CA1510027,2,WELL 01 - ABNDONED,I,WL
CA1510028,0,WELL 01-STANDBY,A,WL
CA1510028,1,WELL 02,A,WL
CA1510028,2,WELL 03,A,WL
CA1510028,3,WELL 04,A,WL
CA1510028,4,WELL 05,A,WL
CA1510028,5,WELL 06 - STANDBY,A,WL
CA1510028,6,WELL 07,A,WL
CA1510028,7,WELL 08,A,WL
CA1510028,8,WELL 09,P,WL
CA1510028,9,WELL 10,P,WL
CA1510029,0,ATAKAPA WELL - BEFORE OZONATION,A,WL
CA1510029,1,CLARISSE WELL 01 - BEFORE GAC,A,WL
CA1510029,2,CLARISSE WELL 02 - BEFORE GAC,A,WL
CA1510029,3,HAGEMAN 01 - BEFORE OZONATION,A,WL
CA1510029,4,HAGEMAN 02 - BEFORE OZONATION,A,WL
CA1510029,5,HEATH WELL - BEFORE GAC,A,WL
CA1510029,6,MEACHAM 01 - RAW,A,WL
CA1510029,7,NORD ROAD WELL - RAW,A,WL
CA1510029,8,OLD TOWN WELL (WELL 01) - RAW,A,WL
CA1510029,9,TORREY WELL - BEFORE GAC,A,WL
CA1510029,10,VERDUGO 02 WELL - BEFORE OZONATION,A,WL
CA1510029,11,WILLOW POND WELL -BEFORE GAC H2S,A,WL
CA1510029,12,AIMEE WELL - INAC 1983,I,WL
CA1510029,13,ALLEN ROAD WELL - DESTROYED,I,WL
CA1510029,14,ASLEN WELL (WELL 15) - DESTROYED,I,WL
CA1510029,15,BARON WELL - INAC 1982,I,WL
CA1510029,16,EDEN WELL (WELL 14) - DESTROYED,I,WL
CA1510029,17,GLENN WELL - DESTROYED,I,WL
CA1510029,18,JEWETTA WELL - INAC 1980,I,WL
CA1510029,19,NORTHWEST RANCHOS WELL - INAC 2000,I,WL
CA1510029,20,PALM WELL 01 - INAC 1982,I,WL
CA1510029,21,PALM WELL 02 - RAW (INAC 2009),I,WL
CA1510029,22,R V WELL 01 - DESTROYED,I,WL
CA1510029,23,R V WELL 02 - DESTROYED 1986,I,WL
CA1510029,24,ROSEDALE NORTH SCHOOL - DESTROYED 2016,I,WL
CA1510029,25,ROSEDALE WELL - DESTROYED,I,WL
CA1510029,26,VERDUGO 01 WELL - DESTROYED,I,WL
CA1510029,27,WHEELER WELL - DESTROYED 1999,I,WL
CA1510031,0,PURCHASED WATER FROM CWS-NORTH GARDEN,A,CC
CA1510031,1,PURCHASED WATER FROM KCWA,A,CC
CA1510031,2,WELL CBK 01-02 - RAW,A,WL
CA1510031,3,WELL CBK 02-01 - BEFORE_GAC-TCP,A,WL
CA1510031,4,WELL CBK 03-01 - RAW,A,WL
CA1510031,5,WELL CBK 04-01 - RAW,A,WL
CA1510031,6,WELL CBK 05-01 - BEFORE_GAC-TCP,A,WL
CA1510031,7,WELL CBK 06-01 - RAW,A,WL
CA1510031,8,WELL CBK 07-01 - RAW,A,WL
CA1510031,9,WELL CBK 08-01 - BEFORE_GAC-TCP,A,WL
CA1510031,10,WELL CBK 09-01 - RAW,A,WL
CA1510031,11,WELL CBK 10-02 - BEFORE_GAC-TCP,A,WL
CA1510031,12,WELL CBK 11-01 - BEFORE_GAC-TCP,A,WL
CA1510031,13,WELL CBK 12-01 - RAW,A,WL
CA1510031,14,WELL CBK 13-01 - BEFORE_GAC-TCP,A,WL
CA1510031,15,WELL CBK 14-01 - BEFORE_GAC-TCP,A,WL
CA1510031,16,WELL CBK 15-01 - RAW,A,WL
CA1510031,17,WELL CBK 16-01 - BEFORE_GAC-TCP,A,WL
CA1510031,18,WELL CBK 17-01 - RAW,A,WL
CA1510031,19,WELL CBK 18-01 - RAW_STBY2019,A,WL
CA1510031,20,WELL CBK 19-01 - BEFORE_GAC-TCP,A,WL
CA1510031,21,WELL CBK 20-01 - RAW,A,WL
CA1510031,22,WELL CBK 21-01 - BEFORE_GAC-TCP,A,WL
CA1510031,23,WELL CBK 22-01 - BEFORE AS BLND,A,WL
CA1510031,24,WELL CBK 23-01 - BEFORE_GAC-TCP,A,WL
CA1510031,25,WELL CBK 24-01 - BEFORE AS BLND,A,WL
CA1510031,26,WELL CBK 25-01 - RAW,A,WL
CA1510031,27,WELL CBK 26-01 - BEF_AS-TRT & GAC-TCP,A,WL
CA1510031,28,WELL CBK 27-01 - BEF_AS-TRT_BLND,A,WL
CA1510031,29,WELL CBK 28-01 - BEFORE_GAC-TCP,A,WL
CA1510031,30,WELL CBK 29-01 - BEF_AS-TRT & GAC-TCP,A,WL
CA1510031,31,WELL CBK 30-01 - RAW,A,WL
CA1510031,32,WELL CBK 31-01 - BEFORE GAC (H2S),A,WL
CA1510031,33,WELL CBK 32-01 -BEF_AS-BLND&GAC-TCP&DBCP,A,WL
CA1510031,34,WELL CBK 33-01 - BEFORE_GAC-TCP,A,WL
CA1510031,35,WELL CBK 34-01 - RAW,A,WL
CA1510031,36,WELL CBK 35-01 - BEFORE_GAC-TCP,A,WL
CA1510031,37,WELL CBK 36-01 - RAW,A,WL
CA1510031,38,WELL CBK 37-01 - RAW,A,WL
CA1510031,39,WELL CBK 38-01 - RAW,A,WL
CA1510031,40,WELL CBK 39-01-BEF_GAC-TCP & AS-TRT_BLND,A,WL
CA1510031,41,WELL CBK 41-01 - BEFORE_AS-TRT & GAC-TCP,A,WL
CA1510031,42,WELL CBK 43-01 - BEFORE_GAC-TCP,A,WL
CA1510031,43,WELL CBK 45-01-BEFORE GAC (H2S),A,WL
CA1510031,44,WELL CBK 46-01 - BEFORE_GAC-TCP,A,WL
CA1510031,45,WELL CBK 47-01 - BEFORE_GAC-TCP,A,WL
CA1510031,46,WELL CBK 49-01 - RAW,A,WL
CA1510031,47,WELL CBK 52-01 - RAW,A,WL
CA1510031,48,WELL CBK 53-01 - RAW,A,WL
CA1510031,49,WELL CBK 54-01 - BEFORE_GAC-TCP,A,WL
CA1510031,50,WELL CBK 55-01 - BEFORE_GAC-TCP,A,WL
CA1510031,51,WELL CBK OLCESE NO. 1 - BEFORE AS BLEND,A,WL
CA1510031,52,WELL CBK OLCESE NO. 2 - BEFORE AS BLEND,A,WL
CA1510031,53,WELL CBK OLCESE NO. 3 - BEFORE_AS-BLEND,A,WL
CA1510031,54,WELL CBK-L208 - RAW STBY2019,A,WL
CA1510031,55,WELL F101-01 - RAW,A,WL
CA1510031,56,WELL F103-01 - RAW,A,WL
CA1510031,57,WELL L201-01 - BEF_GAC-TCP & EDB,A,WL
CA1510031,58,WELL L203-01 - BEFORE GAC (H2S),A,WL
CA1510031,59,WELL L205-01 - BEFORE_GAC-TCP & H2S,A,WL
CA1510031,60,WELL L207-01 - BEFORE_GAC-TCP_&_H2S,A,WL
CA1510031,61,"WELL L210-01 - BEFORE GAC (VOC,MN,H2S)",A,WL
CA1510031,62,WELL L211-01 - BEF_GAC-H2S STBY2019,A,WL
CA1510031,63,WELL L212-01-BEFORE GAC (H2S),A,WL
CA1510031,64,WELL CBK 01-01 - DESTROYED,I,WL
CA1510031,65,WELL CBK 10-01 - DESTROYED,I,WL
CA1510031,66,WELL CBK 40-01-INAC 6-08 TOKCWA,I,WL
CA1510031,67,WELL F102-01 - RAW - DESTROYED (4/28/03),I,WL
CA1510031,68,WELL L202-01 - INACTIVE (NITRATE),I,WL
CA1510031,69,WELL L204-01 - RAW INAC-2018,I,WL
CA1510031,70,WELL L206 - BEFORE GAC (H2S) - INAC 2014,I,WL
CA1510031,71,CBK 50-01 - PENDING,P,WL
CA1510031,72,CBK 51-01 - PENDING,P,WL
CA1510031,73,WELL CBK 48-01 - PENDING,P,WL
CA1510032,0,AVEK TRTD INTAKE-PURCHASED,A,CC
CA1510032,1,WELL 02A,A,WL
CA1510032,2,WELL 03,A,WL
CA1510032,3,WELL 10,A,WL
CA1510032,4,WELL 14,A,WL
CA1510032,5,WELL 15A,A,WL
CA1510032,6,WELL 16,A,WL
CA1510032,7,WELL 01 - DESTROYED,I,WL
