pws_id,entry_id,code,name
CA0103040,0,R,RESIDENTIAL AREA
CA0103041,0,R,MOBILE HOME PARK
CA0105002,0,T,RECREATION AREA
CA0105003,0,NT,INDUSTRIAL/AGRICULTURAL
CA0105008,0,R,RESIDENTIAL AREA
CA0105009,0,NT,SCHOOL
CA0105010,0,T,RECREATION AREA
CA0105012,0,T,RECREATION AREA
CA0105013,0,T,RECREATION AREA
CA0105016,0,T,RESTAURANT
CA0105017,0,T,SUMMER CAMP
CA0105018,0,T,HOTEL/MOTEL
CA0105019,0,T,SERVICE STATION
CA0105020,0,T,RECREATION AREA
CA0110001,0,R,RESIDENTIAL AREA
CA0110003,0,R,RESIDENTIAL AREA
CA0110005,0,R,MUNICIPALITY
CA0110005,1,O,WHOLESALER (SELLS WATER)
CA0110006,0,R,RESIDENTIAL AREA
CA0110008,0,R,RESIDENTIAL AREA
CA0110009,0,R,RESIDENTIAL AREA
CA0110010,0,O,WHOLESALER (SELLS WATER)
CA0110011,0,R,RESIDENTIAL AREA
CA0110012,0,R,RESIDENTIAL AREA
CA0110016,0,O,OTHER AREA
CA0110018,0,O,WHOLESALER (SELLS WATER)
CA0110019,0,T,OTHER TRANSIENT AREA
CA0110650,0,NT,INDUSTRIAL/AGRICULTURAL
CA0190001,0,O,RECYCLED WATER
CA0190002,0,O,RECYCLED WATER
CA0190003,0,O,RECYCLED WATER
CA0190004,0,O,RECYCLED WATER
CA0190005,0,O,RECYCLED WATER
CA0190006,0,O,RECYCLED WATER
CA0190007,0,O,RECYCLED WATER
CA0190008,0,O,RECYCLED WATER
CA0190009,0,O,RECYCLED WATER
CA0202501,0,NT,SCHOOL
CA0202502,0,T,RESTAURANT
CA0202503,0,R,RESIDENTIAL AREA
CA0202504,0,R,RESIDENTIAL AREA
CA0202505,0,T,SUMMER CAMP
CA0202506,0,T,RESTAURANT
CA0202509,0,T,RECREATION AREA
CA0202512,0,T,HOTEL/MOTEL
CA0202513,0,R,RESIDENTIAL AREA
CA0202515,0,T,RECREATION AREA
CA0202516,0,R,RESIDENTIAL AREA
CA0202517,0,T,RECREATION AREA
CA0202519,0,T,RECREATION AREA
CA0202520,0,T,RESTAURANT
CA0202522,0,R,MOBILE HOME PARK
CA0202523,0,T,RECREATION AREA
CA0202524,0,T,RECREATION AREA
CA0202525,0,T,RECREATION AREA
CA0202529,0,T,RECREATION AREA
CA0202530,0,T,RECREATION AREA
CA0202532,0,T,RECREATION AREA
CA0202542,0,T,RECREATION AREA
CA0202543,0,T,RECREATION AREA
CA0202547,0,T,SUMMER CAMP
CA0202548,0,T,RECREATION AREA
CA0202549,0,T,RECREATION AREA
CA0202550,0,NT,INSTITUTION
CA0202552,0,T,RECREATION AREA
CA0202554,0,T,RECREATION AREA
CA0202556,0,T,RECREATION AREA
CA0202557,0,T,RECREATION AREA
CA0202562,0,T,RECREATION AREA
CA0202563,0,T,RECREATION AREA
CA0202564,0,T,RECREATION AREA
CA0202565,0,T,RECREATION AREA
CA0202566,0,T,RECREATION AREA
CA0202570,0,T,RESTAURANT
CA0202599,0,NT,SCHOOL
CA0210001,0,R,RESIDENTIAL AREA
CA0210002,0,R,RESIDENTIAL AREA
CA0210300,0,T,RECREATION AREA
CA0290901,0,O,RECYCLED WATER
CA0300006,0,T,SUMMER CAMP
CA0300007,0,T,SUMMER CAMP
CA0300010,0,R,RESIDENTIAL AREA
CA0300011,0,R,MOBILE HOME PARK
CA0300016,0,R,RESIDENTIAL AREA
CA0300019,0,R,RESIDENTIAL AREA
CA0300021,0,R,RESIDENTIAL AREA
CA0300022,0,T,SUMMER CAMP
CA0300024,0,R,MOBILE HOME PARK
CA0300025,0,T,RESTAURANT
CA0300028,0,T,RESTAURANT
CA0300032,0,T,RECREATION AREA
CA0300033,0,T,RECREATION AREA
CA0300034,0,T,RECREATION AREA
CA0300036,0,T,RECREATION AREA
CA0300037,0,R,MOBILE HOME PARK
CA0300037,1,T,RECREATION AREA
CA0300043,0,R,MOBILE HOME PARK
CA0300043,1,T,RESTAURANT
CA0300048,0,T,RESTAURANT
CA0300049,0,T,RECREATION AREA
CA0300051,0,T,HOTEL/MOTEL
CA0300052,0,T,RESTAURANT
CA0300053,0,R,MOBILE HOME PARK
CA0300055,0,NT,INDUSTRIAL/AGRICULTURAL
CA0300060,0,T,RESTAURANT
CA0300062,0,R,RESIDENTIAL AREA
CA0300065,0,R,OTHER RESIDENTIAL AREA
CA0300070,0,R,OTHER RESIDENTIAL AREA
CA0300073,0,NT,INDUSTRIAL/AGRICULTURAL
CA0300074,0,R,OTHER RESIDENTIAL AREA
CA0300074,1,R,RESIDENTIAL AREA
CA0300076,0,T,RECREATION AREA
CA0300077,0,T,RESTAURANT
CA0300078,0,R,RESIDENTIAL AREA
CA0300080,0,T,RECREATION AREA
CA0300081,0,T,RESTAURANT
CA0300083,0,T,RESTAURANT
CA0300085,0,T,RESTAURANT
CA0300086,0,T,OTHER TRANSIENT AREA
CA0300087,0,T,RESTAURANT
CA0300088,0,T,RECREATION AREA
CA0300089,0,NT,INDUSTRIAL/AGRICULTURAL
CA0300090,0,NT,INDUSTRIAL/AGRICULTURAL
CA0300091,0,NT,INDUSTRIAL/AGRICULTURAL
CA0300092,0,NT,INDUSTRIAL/AGRICULTURAL
CA0300095,0,T,OTHER TRANSIENT AREA
CA0300096,0,NT,INDUSTRIAL/AGRICULTURAL
CA0300097,0,NT,INDUSTRIAL/AGRICULTURAL
CA0300099,0,NT,INDUSTRIAL/AGRICULTURAL
CA0300101,0,T,RESTAURANT
CA0300102,0,NT,INDUSTRIAL/AGRICULTURAL
CA0300104,0,T,OTHER TRANSIENT AREA
CA0300107,0,T,OTHER TRANSIENT AREA
CA0300108,0,T,OTHER TRANSIENT AREA
CA0300110,0,T,OTHER TRANSIENT AREA
CA0300112,0,T,OTHER TRANSIENT AREA
CA0300113,0,T,OTHER TRANSIENT AREA
CA0300448,0,O,OTHER AREA
CA0300524,0,NT,INDUSTRIAL/AGRICULTURAL
CA0300649,0,T,SUMMER CAMP
CA0300667,0,T,SUMMER CAMP
CA0301038,0,T,RECREATION AREA
CA0310001,0,O,OTHER AREA
CA0310002,0,R,RESIDENTIAL AREA
CA0310003,0,O,WHOLESALER (SELLS WATER)
CA0310004,0,R,RESIDENTIAL AREA
CA0310005,0,R,RESIDENTIAL AREA
CA0310006,0,R,RESIDENTIAL AREA
CA0310008,0,T,RECREATION AREA
CA0310011,0,R,RESIDENTIAL AREA
CA0310012,0,O,WHOLESALER (SELLS WATER)
CA0310018,0,R,RESIDENTIAL AREA
CA0310019,0,R,RESIDENTIAL AREA
CA0310020,0,R,MOBILE HOME PARK
CA0310021,0,R,RESIDENTIAL AREA
CA0310300,0,T,RECREATION AREA
CA0390004,0,O,RECYCLED WATER
CA0390801,0,O,RECYCLED WATER
CA0390901,0,O,RECYCLED WATER
CA0390903,0,O,RECYCLED WATER
CA0390904,0,O,RECYCLED WATER
CA0400001,0,NT,INSTITUTION
CA0400003,0,R,RESIDENTIAL AREA
CA0400004,0,R,RESIDENTIAL AREA
CA0400007,0,R,RESIDENTIAL AREA
CA0400008,0,R,RESIDENTIAL AREA
CA0400010,0,T,SUMMER CAMP
CA0400012,0,R,RESIDENTIAL AREA
CA0400013,0,R,RESIDENTIAL AREA
CA0400014,0,R,RESIDENTIAL AREA
CA0400016,0,R,RESIDENTIAL AREA
CA0400018,0,NT,INSTITUTION
CA0400019,0,R,MOBILE HOME PARK
CA0400020,0,R,MOBILE HOME PARK
CA0400021,0,R,MOBILE HOME PARK
CA0400023,0,R,MOBILE HOME PARK
CA0400026,0,R,MOBILE HOME PARK
CA0400027,0,R,MOBILE HOME PARK
CA0400028,0,R,MOBILE HOME PARK
CA0400030,0,R,MOBILE HOME PARK
CA0400036,0,R,MOBILE HOME PARK
CA0400040,0,R,MOBILE HOME PARK
CA0400041,0,R,MOBILE HOME PARK
CA0400042,0,R,MOBILE HOME PARK
CA0400046,0,R,MOBILE HOME PARK
CA0400048,0,R,MOBILE HOME PARK
CA0400049,0,R,MOBILE HOME PARK
CA0400051,0,R,MOBILE HOME PARK
CA0400060,0,NT,SCHOOL
CA0400062,0,NT,SCHOOL
CA0400063,0,NT,SCHOOL
CA0400064,0,NT,SCHOOL
CA0400067,0,NT,SCHOOL
CA0400068,0,NT,SCHOOL
CA0400070,0,NT,SCHOOL
CA0400073,0,NT,SCHOOL
CA0400078,0,R,RESIDENTIAL AREA
CA0400079,0,NT,SCHOOL
CA0400081,0,R,RESIDENTIAL AREA
CA0400090,0,R,RESIDENTIAL AREA
CA0400091,0,R,RESIDENTIAL AREA
CA0400093,0,T,OTHER TRANSIENT AREA
CA0400094,0,T,OTHER TRANSIENT AREA
CA0400103,0,T,RECREATION AREA
CA0400105,0,T,RECREATION AREA
CA0400106,0,T,OTHER TRANSIENT AREA
CA0400107,0,NT,SCHOOL
CA0400111,0,T,RECREATION AREA
CA0400117,0,T,OTHER TRANSIENT AREA
CA0400120,0,T,RECREATION AREA
CA0400123,0,R,RESIDENTIAL AREA
CA0400132,0,T,RECREATION AREA
CA0400133,0,NT,INDUSTRIAL/AGRICULTURAL
CA0400135,0,T,RECREATION AREA
CA0400137,0,T,RECREATION AREA
CA0400138,0,T,RECREATION AREA
CA0400140,0,NT,INDUSTRIAL/AGRICULTURAL
CA0400141,0,R,RESIDENTIAL AREA
CA0400142,0,T,RECREATION AREA
CA0400143,0,T,RECREATION AREA
CA0400144,0,T,RECREATION AREA
CA0400149,0,R,RESIDENTIAL AREA
CA0400150,0,NT,INDUSTRIAL/AGRICULTURAL
CA0400151,0,R,RESIDENTIAL AREA
CA0400152,0,NT,MEDICAL FACILITY
CA0400154,0,O,WHOLESALER (SELLS WATER)
CA0400155,0,R,RESIDENTIAL AREA
CA0400158,0,NT,INDUSTRIAL/AGRICULTURAL
CA0400160,0,T,RECREATION AREA
CA0400161,0,NT,INDUSTRIAL/AGRICULTURAL
CA0400162,0,NT,SCHOOL
CA0400164,0,T,RECREATION AREA
CA0400166,0,T,RECREATION AREA
CA0400169,0,T,RESTAURANT
CA0405001,0,T,RECREATION AREA
CA0405002,0,T,RECREATION AREA
CA0405003,0,T,OTHER TRANSIENT AREA
CA0409175,0,NT,INDUSTRIAL/AGRICULTURAL
CA0409177,0,NT,INDUSTRIAL/AGRICULTURAL
CA0409179,0,T,RECREATION AREA
CA0409181,0,R,RESIDENTIAL AREA
CA0409182,0,T,RECREATION AREA
CA0409183,0,R,RESIDENTIAL AREA
CA0409184,0,O,OTHER AREA
CA0409187,0,NT,INDUSTRIAL/AGRICULTURAL
CA0409188,0,R,OTHER RESIDENTIAL AREA
CA0409189,0,NT,INDUSTRIAL/AGRICULTURAL
CA0409190,0,T,RESTAURANT
CA0409192,0,NT,INDUSTRIAL/AGRICULTURAL
CA0409193,0,O,OTHER AREA
CA0409194,0,NT,OTHER NON-TRANSIENT AREA
CA0409195,0,T,RECREATION AREA
CA0409196,0,T,OTHER TRANSIENT AREA
CA0409197,0,O,OTHER AREA
CA0410001,0,R,RESIDENTIAL AREA
CA0410002,0,R,RESIDENTIAL AREA
CA0410003,0,R,RESIDENTIAL AREA
CA0410004,0,R,RESIDENTIAL AREA
CA0410005,0,R,RESIDENTIAL AREA
CA0410006,0,R,RESIDENTIAL AREA
CA0410007,0,O,WHOLESALER (SELLS WATER)
CA0410008,0,R,RESIDENTIAL AREA
CA0410009,0,R,RESIDENTIAL AREA
CA0410011,0,R,RESIDENTIAL AREA
CA0410012,0,R,RESIDENTIAL AREA
CA0410018,0,R,RESIDENTIAL AREA
CA0500003,0,T,RECREATION AREA
CA0500007,0,T,RECREATION AREA
CA0500009,0,NT,INDUSTRIAL/AGRICULTURAL
CA0500016,0,T,SECONDARY RESIDENCES
CA0500019,0,R,RESIDENTIAL AREA
CA0500021,0,R,RESIDENTIAL AREA
CA0500022,0,T,SUMMER CAMP
CA0500023,0,R,RESIDENTIAL AREA
CA0500024,0,T,RESTAURANT
CA0500026,0,T,SUMMER CAMP
CA0500027,0,R,RESIDENTIAL AREA
CA0500028,0,R,RESIDENTIAL AREA
CA0500029,0,R,RESIDENTIAL AREA
CA0500032,0,T,RECREATION AREA
CA0500039,0,NT,INDUSTRIAL/AGRICULTURAL
CA0500043,0,T,RECREATION AREA
CA0500044,0,T,RECREATION AREA
CA0500050,0,T,RECREATION AREA
CA0500053,0,T,SECONDARY RESIDENCES
CA0500055,0,T,SUMMER CAMP
CA0500057,0,T,RECREATION AREA
CA0500064,0,T,SUMMER CAMP
CA0500068,0,R,MOBILE HOME PARK
CA0500069,0,T,RESTAURANT
CA0500075,0,R,MOBILE HOME PARK
CA0500082,0,T,RECREATION AREA
CA0500084,0,T,SUMMER CAMP
CA0500085,0,NT,SCHOOL
CA0500088,0,T,RECREATION AREA
CA0500090,0,T,RESTAURANT
CA0500091,0,NT,SCHOOL
CA0500095,0,NT,SCHOOL
CA0500097,0,O,OTHER AREA
CA0500098,0,T,OTHER TRANSIENT AREA
CA0500099,0,NT,INSTITUTION
CA0500102,0,T,RECREATION AREA
CA0500103,0,T,OTHER TRANSIENT AREA
CA0500104,0,T,OTHER TRANSIENT AREA
CA0500105,0,NT,INSTITUTION
CA0500106,0,T,RECREATION AREA
CA0500107,0,NT,MEDICAL FACILITY
CA0510001,0,R,RESIDENTIAL AREA
CA0510002,0,R,RESIDENTIAL AREA
CA0510003,0,R,RESIDENTIAL AREA
CA0510004,0,R,RESIDENTIAL AREA
CA0510005,0,R,RESIDENTIAL AREA
CA0510006,0,R,RESIDENTIAL AREA
CA0510009,0,R,RESIDENTIAL AREA
CA0510010,0,R,RESIDENTIAL AREA
CA0510011,0,R,RESIDENTIAL AREA
CA0510012,0,T,RECREATION AREA
CA0510016,0,O,WHOLESALER (SELLS WATER)
CA0510017,0,R,RESIDENTIAL AREA
CA0510019,0,R,RESIDENTIAL AREA
CA0590003,0,O,RECYCLED WATER
CA0590006,0,O,RECYCLED WATER
CA0590016,0,O,RECYCLED WATER
CA0590017,0,O,RECYCLED WATER
CA0590901,0,O,RECYCLED WATER
CA0600001,0,T,RECREATION AREA
CA0600003,0,T,RECREATION AREA
CA0600005,0,R,RESIDENTIAL AREA
CA0600008,0,R,RESIDENTIAL AREA
CA0600009,0,T,RECREATION AREA
CA0600012,0,R,RESIDENTIAL AREA
CA0600013,0,R,RESIDENTIAL AREA
CA0600016,0,T,HOTEL/MOTEL
CA0600027,0,R,MOBILE HOME PARK
CA0600032,0,T,RECREATION AREA
CA0600033,0,T,RECREATION AREA
CA0600042,0,T,RECREATION AREA
CA0600050,0,T,HIGHWAY REST AREA
CA0600056,0,T,RECREATION AREA
CA0600061,0,NT,INDUSTRIAL/AGRICULTURAL
CA0600065,0,NT,INDUSTRIAL/AGRICULTURAL
CA0600076,0,T,RECREATION AREA
CA0605002,0,NT,INDUSTRIAL/AGRICULTURAL
CA0605004,0,NT,INDUSTRIAL/AGRICULTURAL
CA0605005,0,T,OTHER TRANSIENT AREA
CA0605006,0,T,RECREATION AREA
CA0605007,0,NT,INDUSTRIAL/AGRICULTURAL
CA0605011,0,R,RESIDENTIAL AREA
CA0605012,0,NT,INDUSTRIAL/AGRICULTURAL
CA0605013,0,T,OTHER TRANSIENT AREA
CA0610001,0,O,OTHER AREA
CA0610002,0,R,RESIDENTIAL AREA
CA0610003,0,O,OTHER AREA
CA0610004,0,R,RESIDENTIAL AREA
CA0690002,0,O,RECYCLED WATER
CA0701706,0,T,OTHER TRANSIENT AREA
CA0701707,0,T,OTHER TRANSIENT AREA
CA0706000,0,NT,INDUSTRIAL/AGRICULTURAL
CA0706004,0,R,RESIDENTIAL AREA
CA0706005,0,R,RESIDENTIAL AREA
CA0706007,0,R,RESIDENTIAL AREA
CA0706014,0,R,RESIDENTIAL AREA
CA0706015,0,T,OTHER TRANSIENT AREA
CA0706018,0,T,OTHER TRANSIENT AREA
CA0706022,0,O,OTHER AREA
CA0706027,0,NT,SCHOOL
CA0706028,0,NT,SCHOOL
CA0706029,0,NT,SCHOOL
CA0706030,0,T,OTHER TRANSIENT AREA
CA0706031,0,T,RESTAURANT
CA0706032,0,O,OTHER AREA
CA0706034,0,R,RESIDENTIAL AREA
CA0706037,0,O,OTHER AREA
CA0706040,0,R,RESIDENTIAL AREA
CA0706042,0,T,RESTAURANT
CA0706045,0,T,RESTAURANT
CA0706049,0,T,RESTAURANT
CA0706050,0,NT,INDUSTRIAL/AGRICULTURAL
CA0706054,0,T,OTHER TRANSIENT AREA
CA0706055,0,T,RESTAURANT
CA0706056,0,T,RESTAURANT
CA0706059,0,T,RESTAURANT
CA0706102,0,NT,INDUSTRIAL/AGRICULTURAL
CA0706110,0,NT,INDUSTRIAL/AGRICULTURAL
CA0706111,0,T,OTHER TRANSIENT AREA
CA0706112,0,T,OTHER TRANSIENT AREA
CA0707501,0,R,RESIDENTIAL AREA
CA0707502,0,T,OTHER TRANSIENT AREA
CA0707503,0,T,OTHER TRANSIENT AREA
CA0707507,0,R,RESIDENTIAL AREA
CA0707509,0,T,RESTAURANT
CA0707511,0,R,RESIDENTIAL AREA
CA0707517,0,R,RESIDENTIAL AREA
CA0707519,0,R,RESIDENTIAL AREA
CA0707521,0,T,RESTAURANT
CA0707523,0,R,RESIDENTIAL AREA
CA0707532,0,NT,INDUSTRIAL/AGRICULTURAL
CA0707534,0,T,OTHER TRANSIENT AREA
CA0707542,0,R,RESIDENTIAL AREA
CA0707545,0,R,RESIDENTIAL AREA
CA0707547,0,R,RESIDENTIAL AREA
CA0707550,0,T,OTHER TRANSIENT AREA
CA0707553,0,R,MOBILE HOME PARK
CA0707556,0,R,RESIDENTIAL AREA
CA0707557,0,O,OTHER AREA
CA0707558,0,R,RESIDENTIAL AREA
CA0707562,0,R,RESIDENTIAL AREA
CA0707564,0,T,RESTAURANT
CA0707568,0,T,RESTAURANT
CA0707569,0,R,RESIDENTIAL AREA
CA0707570,0,T,RESTAURANT
CA0707572,0,R,RESIDENTIAL AREA
CA0707573,0,R,RESIDENTIAL AREA
CA0707574,0,R,MOBILE HOME PARK
CA0707575,0,R,RESIDENTIAL AREA
CA0707576,0,R,RESIDENTIAL AREA
CA0707577,0,R,RESIDENTIAL AREA
CA0707580,0,R,RESIDENTIAL AREA
CA0707581,0,T,OTHER TRANSIENT AREA
CA0707585,0,R,RESIDENTIAL AREA
CA0707588,0,R,RESIDENTIAL AREA
CA0707589,0,R,RESIDENTIAL AREA
CA0707591,0,R,RESIDENTIAL AREA
CA0707592,0,T,RESTAURANT
CA0707594,0,R,RESIDENTIAL AREA
CA0707595,0,T,RESTAURANT
CA0707597,0,R,RESIDENTIAL AREA
CA0707598,0,R,MOBILE HOME PARK
CA0707601,0,R,RESIDENTIAL AREA
CA0707603,0,R,RESIDENTIAL AREA
CA0707608,0,R,RESIDENTIAL AREA
CA0707613,0,R,RESIDENTIAL AREA
CA0707615,0,R,RESIDENTIAL AREA
CA0707617,0,T,RESTAURANT
CA0707620,0,NT,SCHOOL
CA0707623,0,R,RESIDENTIAL AREA
CA0707625,0,NT,INDUSTRIAL/AGRICULTURAL
CA0707630,0,T,OTHER TRANSIENT AREA
CA0707639,0,T,OTHER TRANSIENT AREA
CA0707643,0,T,OTHER TRANSIENT AREA
CA0707644,0,T,OTHER TRANSIENT AREA
CA0707800,0,T,OTHER TRANSIENT AREA
CA0707900,0,T,OTHER TRANSIENT AREA
CA0707901,0,T,RESTAURANT
CA0707915,0,T,OTHER TRANSIENT AREA
CA0708006,0,NT,INDUSTRIAL/AGRICULTURAL
CA0710001,0,R,RESIDENTIAL AREA
CA0710002,0,R,RESIDENTIAL AREA
CA0710003,0,R,RESIDENTIAL AREA
CA0710004,0,R,RESIDENTIAL AREA
CA0710006,0,R,RESIDENTIAL AREA
CA0710007,0,R,RESIDENTIAL AREA
CA0710008,0,R,RESIDENTIAL AREA
CA0710009,0,R,RESIDENTIAL AREA
CA0710010,0,O,WHOLESALER (SELLS WATER)
CA0710011,0,O,WHOLESALER (SELLS WATER)
CA0710300,0,T,RECREATION AREA
CA0710800,0,NT,INDUSTRIAL/AGRICULTURAL
CA0790001,0,O,RECYCLED WATER
CA0790002,0,O,RECYCLED WATER
CA0790003,0,O,RECYCLED WATER
CA0790004,0,O,RECYCLED WATER
CA0790005,0,O,RECYCLED WATER
CA0790007,0,O,RECYCLED WATER
CA0800526,0,R,RESIDENTIAL AREA
CA0800532,0,R,RESIDENTIAL AREA
CA0800542,0,T,HOTEL/MOTEL
CA0800548,0,T,SECONDARY RESIDENCES
CA0800552,0,R,MOBILE HOME PARK
CA0800555,0,R,RESIDENTIAL AREA
CA0800556,0,R,RESIDENTIAL AREA
CA0800557,0,R,RESIDENTIAL AREA
CA0800603,0,R,MOBILE HOME PARK
CA0800605,0,R,MOBILE HOME PARK
CA0800608,0,T,RECREATION AREA
CA0800615,0,T,RECREATION AREA
CA0800622,0,T,OTHER TRANSIENT AREA
CA0800627,0,T,OTHER TRANSIENT AREA
CA0800632,0,R,MOBILE HOME PARK
CA0800635,0,R,MOBILE HOME PARK
CA0800647,0,NT,SCHOOL
CA0800649,0,NT,SCHOOL
CA0800661,0,T,HIGHWAY REST AREA
CA0800700,0,R,MOBILE HOME PARK
CA0800795,0,T,SECONDARY RESIDENCES
CA0800800,0,R,MOBILE HOME PARK
CA0800825,0,R,RESIDENTIAL AREA
CA0800850,0,T,RESTAURANT
CA0800861,0,NT,INDUSTRIAL/AGRICULTURAL
CA0810001,0,R,RESIDENTIAL AREA
CA0810002,0,R,RESIDENTIAL AREA
CA0810003,0,O,OTHER AREA
CA0810300,0,T,RECREATION AREA
CA0810303,0,T,RECREATION AREA
CA0810500,0,T,OTHER TRANSIENT AREA
CA0810800,0,NT,INSTITUTION
CA0890001,0,O,RECYCLED WATER
CA0900100,0,T,OTHER TRANSIENT AREA
CA0900102,0,R,MOBILE HOME PARK
CA0900103,0,T,RESTAURANT
CA0900104,0,T,SECONDARY RESIDENCES
CA0900105,0,T,RESTAURANT
CA0900106,0,NT,SCHOOL
CA0900107,0,T,OTHER TRANSIENT AREA
CA0900108,0,T,OTHER TRANSIENT AREA
CA0900109,0,T,RECREATION AREA
CA0900110,0,T,RESTAURANT
CA0900111,0,NT,SCHOOL
CA0900112,0,R,MOBILE HOME PARK
CA0900113,0,T,OTHER TRANSIENT AREA
CA0900116,0,T,RECREATION AREA
CA0900118,0,T,RESTAURANT
CA0900120,0,R,OTHER RESIDENTIAL AREA
CA0900204,0,T,OTHER TRANSIENT AREA
CA0900205,0,T,OTHER TRANSIENT AREA
CA0900205,1,T,RECREATION AREA
CA0900206,0,T,OTHER TRANSIENT AREA
CA0900208,0,T,RECREATION AREA
CA0900210,0,NT,SCHOOL
CA0900212,0,T,RECREATION AREA
CA0900213,0,T,RECREATION AREA
CA0900214,0,T,RECREATION AREA
CA0900216,0,T,RESTAURANT
CA0900219,0,T,RECREATION AREA
CA0900300,0,R,RESIDENTIAL AREA
CA0900301,0,R,OTHER RESIDENTIAL AREA
CA0900303,0,R,RESIDENTIAL AREA
CA0900304,0,NT,SCHOOL
CA0900306,0,T,SUMMER CAMP
CA0900307,0,T,RESTAURANT
CA0900308,0,R,RESIDENTIAL AREA
CA0900309,0,NT,SCHOOL
CA0900311,0,T,SUMMER CAMP
CA0900314,0,T,OTHER TRANSIENT AREA
CA0900316,0,T,RECREATION AREA
CA0900317,0,R,RESIDENTIAL AREA
CA0900319,0,T,OTHER TRANSIENT AREA
CA0900320,0,T,RESTAURANT
CA0900401,0,T,OTHER TRANSIENT AREA
CA0900404,0,R,MOBILE HOME PARK
CA0900410,0,NT,SCHOOL
CA0900411,0,T,RESTAURANT
CA0900412,0,T,RECREATION AREA
CA0900417,0,T,RECREATION AREA
CA0900419,0,T,RECREATION AREA
CA0900422,0,R,MOBILE HOME PARK
CA0900423,0,T,RECREATION AREA
CA0900502,0,T,OTHER TRANSIENT AREA
CA0900505,0,T,SUMMER CAMP
CA0900506,0,R,RESIDENTIAL AREA
CA0900507,0,T,SUMMER CAMP
CA0900511,0,R,OTHER RESIDENTIAL AREA
CA0900515,0,T,OTHER TRANSIENT AREA
CA0900516,0,T,SUMMER CAMP
CA0900518,0,R,OTHER RESIDENTIAL AREA
CA0900523,0,R,RESIDENTIAL AREA
CA0900525,0,R,OTHER RESIDENTIAL AREA
CA0900529,0,T,HOTEL/MOTEL
CA0900535,0,T,HOTEL/MOTEL
CA0900536,0,T,HOTEL/MOTEL
CA0900542,0,T,RECREATION AREA
CA0900549,0,R,RESIDENTIAL AREA
CA0900551,0,T,HOTEL/MOTEL
CA0900553,0,T,HOTEL/MOTEL
CA0900554,0,T,HOTEL/MOTEL
CA0900557,0,T,HOTEL/MOTEL
CA0900560,0,R,RESIDENTIAL AREA
CA0900562,0,R,RESIDENTIAL AREA
CA0900564,0,R,RESIDENTIAL AREA
CA0900565,0,T,HOTEL/MOTEL
CA0900566,0,R,OTHER RESIDENTIAL AREA
CA0900576,0,T,HOTEL/MOTEL
CA0900578,0,T,HOTEL/MOTEL
CA0900579,0,T,HOTEL/MOTEL
CA0900581,0,T,HOTEL/MOTEL
CA0900582,0,T,HOTEL/MOTEL
CA0900585,0,T,HOTEL/MOTEL
CA0900587,0,T,RECREATION AREA
CA0900591,0,R,OTHER RESIDENTIAL AREA
CA0900592,0,T,HOTEL/MOTEL
CA0900595,0,R,RESIDENTIAL AREA
CA0900603,0,R,RESIDENTIAL AREA
CA0900615,0,R,RESIDENTIAL AREA
CA0900616,0,R,RESIDENTIAL AREA
CA0900618,0,R,OTHER RESIDENTIAL AREA
CA0900621,0,R,RESIDENTIAL AREA
CA0900623,0,T,HOTEL/MOTEL
CA0900624,0,R,RESIDENTIAL AREA
CA0900629,0,R,RESIDENTIAL AREA
CA0900631,0,T,SUMMER CAMP
CA0900637,0,R,RESIDENTIAL AREA
CA0900638,0,R,RESIDENTIAL AREA
CA0900641,0,R,OTHER RESIDENTIAL AREA
CA0900643,0,R,RESIDENTIAL AREA
CA0900646,0,NT,SCHOOL
CA0900649,0,T,RECREATION AREA
CA0900650,0,T,SUMMER CAMP
CA0900651,0,T,SUMMER CAMP
CA0900652,0,T,OTHER TRANSIENT AREA
CA0900654,0,T,RECREATION AREA
CA0900656,0,R,OTHER RESIDENTIAL AREA
CA0900658,0,T,RECREATION AREA
CA0900659,0,T,RECREATION AREA
CA0900660,0,T,RECREATION AREA
CA0900663,0,R,OTHER RESIDENTIAL AREA
CA0900664,0,T,RECREATION AREA
CA0900665,0,T,RECREATION AREA
CA0900667,0,R,MOBILE HOME PARK
CA0900669,0,T,SECONDARY RESIDENCES
CA0901217,0,R,RESIDENTIAL AREA
CA0901219,0,T,RECREATION AREA
CA0901222,0,T,RECREATION AREA
CA0901223,0,T,HIGHWAY REST AREA
CA0901228,0,T,RECREATION AREA
CA0901229,0,T,RECREATION AREA
CA0901230,0,T,RECREATION AREA
CA0901232,0,T,RECREATION AREA
CA0901239,0,T,RECREATION AREA
CA0901243,0,T,RECREATION AREA
CA0901244,0,T,RECREATION AREA
CA0901246,0,T,RECREATION AREA
CA0901247,0,T,RECREATION AREA
CA0901248,0,T,RECREATION AREA
CA0901249,0,T,RECREATION AREA
CA0901250,0,R,OTHER RESIDENTIAL AREA
CA0901252,0,R,OTHER RESIDENTIAL AREA
CA0901260,0,R,OTHER RESIDENTIAL AREA
CA0901281,0,R,OTHER RESIDENTIAL AREA
CA0901282,0,R,OTHER RESIDENTIAL AREA
CA0901285,0,R,OTHER RESIDENTIAL AREA
CA0910001,0,O,WHOLESALER (SELLS WATER)
CA0910002,0,R,RESIDENTIAL AREA
CA0910003,0,R,RESIDENTIAL AREA
CA0910006,0,R,RESIDENTIAL AREA
