pws_id,entry_id,count,meter_size_measure,meter_type,type
CA1700542,0,16,0,ME,CB
CA1700542,1,11,0,UM,CB
CA1700544,0,178,0,ME,RS
CA1700546,0,93,0,ME,CB
CA1700549,0,71,0,UM,RS
CA1700552,0,14,0,ME,CB
CA1700552,1,3,0,UM,CB
CA1700554,0,142,0,ME,RS
CA1700561,0,43,0,MU,CB
CA1700563,0,39,0,ME,RS
CA1700568,0,246,0,ME,RS
CA1700574,0,64,0,ME,RS
CA1700579,0,21,0,UM,RS
CA1700580,0,17,0,ME,CB
CA1700581,0,45,0,UN,RS
CA1700584,0,38,0,ME,CB
CA1700589,0,25,0,ME,RS
CA1700592,0,99,0,UN,CB
CA1700595,0,11,0,ME,IN
CA1700595,1,11,0,UM,IN
CA1700595,2,83,0,ME,RS
CA1700595,3,2,0,UM,RS
CA1700596,0,44,0,UM,RS
CA1700597,0,139,0,ME,RS
CA1700599,0,53,0,UM,RS
CA1700601,0,150,0,UN,RS
CA1700603,0,30,0,UN,CB
CA1700604,0,60,0,UN,CB
CA1700606,0,55,0,UN,CB
CA1700609,0,23,0,UM,CM
CA1700609,1,1,0,UM,IN
CA1700610,0,46,0,UM,RS
CA1700617,0,28,0,UM,CM
CA1700627,0,40,0,UN,CB
CA1700628,0,41,0,UN,CB
CA1700630,0,51,0,UN,CB
CA1700638,0,15,0,ME,CM
CA1700650,0,113,0,UN,CB
CA1700657,0,25,0,UM,RS
CA1700670,0,46,0,UM,CB
CA1700674,0,60,0,UM,RS
CA1700676,0,30,0,UM,CM
CA1700677,0,3,0,UN,CB
CA1700685,0,7,0,UN,CB
CA1700695,0,10,0,UM,CB
CA1700698,0,4,0,UM,CM
CA1700702,0,17,0,UN,CB
CA1700704,0,12,0,UM,CB
CA1700710,0,2,0,UN,CB
CA1700712,0,2,0,UM,CM
CA1700715,0,1,0,UN,CB
CA1700716,0,2,0,UM,CB
CA1700725,0,2,0,UN,CB
CA1700727,0,2,0,UN,CB
CA1700728,0,16,0,UN,CM
CA1700730,0,6,0,UM,CB
CA1700731,0,1,0,UN,CB
CA1700733,0,2,0,UN,CB
CA1700734,0,2,0,UM,CM
CA1700736,0,1,0,UN,CM
CA1700738,0,2,0,UN,CB
CA1700739,0,1,0,UN,CB
CA1710001,0,1797,0,ME,CB
CA1710002,0,2074,0,ME,CB
CA1710003,0,2877,0,ME,CB
CA1710004,0,2348,0,ME,CB
CA1710005,0,1199,0,ME,CB
CA1710006,0,1796,0,ME,CB
CA1710007,0,1161,0,ME,CB
CA1710008,0,1064,0,UN,CB
CA1710009,0,4,0,ME,CB
CA1710009,1,54,0,ME,CM
CA1710009,2,343,0,ME,RS
CA1710010,0,104,0,ME,CM
CA1710010,1,750,0,ME,RS
CA1710011,0,7,0,ME,CM
CA1710011,1,450,0,ME,RS
CA1710012,0,681,0,ME,CB
CA1710013,0,4,0,ME,CM
CA1710013,1,5,0,ME,IN
CA1710013,2,440,0,ME,RS
CA1710014,0,1567,0,UN,CB
CA1710015,0,39,0,ME,CM
CA1710015,1,2440,0,ME,RS
CA1710018,0,494,0,ME,RS
CA1710021,0,1220,0,ME,CB
CA1710022,0,643,0,ME,CB
CA1710800,0,7,0,UM,RS
CA1790004,0,1,0,UN,CB
CA1800010,0,1,0,UM,CB
CA1800202,0,1,0,UN,CB
CA1800503,0,48,0,UN,CB
CA1800511,0,220,0,UM,RS
CA1800512,0,166,0,UN,CB
CA1800514,0,42,0,UN,CB
CA1800515,0,24,0,UN,CB
CA1800516,0,44,0,UN,CB
CA1800522,0,11,0,UM,RS
CA1800523,0,52,0,UN,CB
CA1800524,0,30,0,UN,CB
CA1800528,0,3,0,UN,CB
CA1800529,0,96,0,UN,CB
CA1800531,0,1,0,UN,CB
CA1800534,0,82,0,UM,RS
CA1800542,0,1,0,UN,CB
CA1800557,0,1,0,UN,CB
CA1800569,0,1,0,UN,CB
CA1800573,0,1,0,UN,CB
CA1800574,0,1,0,UN,CB
CA1800575,0,1,0,UN,CB
CA1800576,0,1,0,UN,CB
CA1800577,0,1,0,UN,CB
CA1800589,0,2,0,UN,CB
CA1800601,0,1,0,UN,CB
CA1800632,0,1,0,UN,CB
CA1800801,0,1,0,UN,CB
CA1805001,0,1,0,UN,CB
CA1805004,0,2724,0,UN,CB
CA1805005,0,2,0,UM,RS
CA1805006,0,1,0,UN,CB
CA1805007,0,297,0,UN,CB
CA1810001,0,3821,0,UN,CB
CA1810002,0,948,0,UN,CB
CA1810003,0,147,0,UN,CB
CA1810004,0,259,0,UN,CB
CA1810700,0,285,0,UN,CB
CA1810801,0,1,0,UN,CB
CA1900007,0,15,0,ME,CM
CA1900008,0,12,0,UN,CB
CA1900011,0,2,0,UN,CB
CA1900018,0,1,0,UN,CB
CA1900020,0,2,0,UN,CB
CA1900035,0,2,0,UN,CB
CA1900038,0,21,0,UN,CB
CA1900045,0,182,0,UN,CB
CA1900046,0,1952,0,UM,CM
CA1900055,0,20,0,UN,CB
CA1900057,0,21,0,UN,CB
CA1900058,0,1,0,UN,CB
CA1900061,0,1,0,UN,CB
CA1900062,0,22,0,UN,CB
CA1900074,0,5,0,UN,CB
CA1900075,0,34,0,UN,CB
CA1900077,0,4,0,UN,CB
CA1900078,0,14,0,UN,CB
CA1900080,0,17,0,UN,CB
CA1900081,0,7,0,UN,CB
CA1900089,0,2,0,UN,CB
CA1900092,0,92,0,UN,CB
CA1900100,0,98,0,UN,CB
CA1900102,0,158,0,UN,CB
CA1900130,0,133,0,UN,CB
CA1900143,0,2,0,UN,CB
CA1900145,0,23,0,UN,CB
CA1900146,0,147,0,UN,CB
CA1900154,0,32,0,UN,CB
CA1900155,0,37,0,UN,CB
CA1900158,0,36,0,UN,CB
CA1900162,0,11,0,UN,CB
CA1900227,0,2,0,UN,CB
CA1900239,0,2,0,UN,CB
CA1900244,0,177,0,UN,CB
CA1900301,0,154,0,UN,CB
CA1900303,0,78,0,UN,CB
CA1900304,0,20,0,UN,CB
CA1900505,0,12,0,UN,CB
CA1900509,0,10,0,UN,CB
CA1900512,0,2,0,UN,CB
CA1900520,0,34,0,UN,CB
CA1900523,0,250,0,ME,RS
CA1900527,0,13,0,UN,CB
CA1900529,0,67,0,UN,CB
CA1900537,0,40,0,UN,CB
CA1900541,0,61,0,UN,CB
CA1900542,0,2,0,UM,IN
CA1900542,1,12,0,UM,RS
CA1900552,0,5,0,UN,CB
CA1900555,0,2,0,UM,IN
CA1900555,1,17,0,UM,RS
CA1900556,0,1,0,ME,AG
CA1900556,1,2,0,ME,CM
CA1900563,0,328,0,ME,RS
CA1900569,0,5,0,ME,CM
CA1900569,1,3,0,UM,CM
CA1900571,0,5,0,UN,CB
CA1900576,0,5,0,UN,CB
CA1900581,0,4,0,UN,CB
CA1900583,0,11,0,UN,CB
CA1900586,0,8,0,UN,CB
CA1900588,0,4,0,UN,CB
CA1900594,0,4,0,UN,CB
CA1900599,0,8,0,UN,CB
CA1900603,0,4,0,UN,CB
CA1900612,0,1,0,UN,CB
CA1900616,0,9,0,UN,CB
CA1900631,0,11,0,UN,CB
CA1900636,0,76,0,UN,CB
CA1900649,0,152,0,UN,CB
CA1900679,0,12,0,UN,CB
CA1900693,0,1,0,UN,CB
CA1900699,0,15,0,UN,CB
CA1900707,0,6,0,UN,CB
CA1900715,0,1,0,UN,CB
CA1900717,0,16,0,UN,CB
CA1900721,0,75,0,UN,CB
CA1900733,0,3,0,UN,CB
CA1900741,0,29,0,UN,CB
CA1900750,0,1,0,UN,CB
CA1900751,0,18,0,UN,CB
CA1900752,0,4,0,UN,CB
CA1900761,0,5,0,UN,CB
CA1900764,0,5,0,ME,CM
CA1900767,0,17,0,UN,CB
CA1900768,0,3,0,UN,CB
CA1900785,0,24,0,UN,CB
CA1900791,0,1,0,UN,CB
CA1900794,0,152,0,UN,CB
CA1900801,0,13,0,UN,CB
CA1900803,0,235,0,ME,RS
CA1900804,0,46,0,UN,CB
CA1900808,0,24,0,UN,CB
CA1900809,0,166,0,UN,CB
CA1900817,0,47,0,UN,CB
CA1900820,0,4,0,UN,CB
CA1900843,0,133,0,UN,CB
CA1900849,0,179,0,UN,CB
CA1900864,0,2,0,UN,CB
CA1900868,0,45,0,UN,CB
CA1900886,0,2,0,UN,CB
CA1900894,0,1,0,UN,CB
CA1900901,0,9,0,ME,CM
CA1900903,0,62,0,UN,CB
CA1900904,0,10,0,ME,CM
CA1900907,0,185,0,UN,CB
CA1900912,0,4,0,UN,CB
CA1900913,0,182,0,UN,CB
CA1900914,0,1,0,UN,CB
CA1900922,0,3,0,UN,CB
CA1900929,0,57,0,UN,CB
CA1900936,0,51,0,UN,CB
CA1900937,0,6,0,UM,CM
CA1900942,0,52,0,UN,CB
CA1900952,0,1,0,UN,CB
CA1900961,0,20,0,UN,CB
CA1900974,0,1,0,UN,CB
CA1900975,0,47,0,UN,CB
CA1900976,0,25,0,UN,CB
CA1901000,0,24,0,UN,CB
CA1901002,0,6,0,UN,CB
CA1907004,0,1,0,UN,CB
CA1907011,0,2,0,UN,CB
CA1907013,0,8,0,UN,CB
CA1907014,0,49,0,UN,CB
CA1907015,0,1,0,UN,CB
CA1907016,0,1,0,UN,CB
CA1907018,0,1,0,UN,CB
CA1907019,0,7,0,UN,CB
CA1907024,0,1,0,UN,CB
CA1907028,0,71,0,UN,CB
CA1907029,0,3,0,UN,CB
CA1907031,0,4,0,UN,CB
CA1907032,0,2,0,UN,CB
CA1909006,0,223,0,ME,RS
CA1909627,0,1,0,UN,CB
CA1909644,0,1,0,UM,CM
CA1909644,1,3,0,UM,RS
CA1909645,0,4,0,UN,CB
CA1909646,0,4,0,UN,CB
CA1909647,0,2,0,UN,CB
CA1910001,0,146,0,ME,AG
CA1910001,1,1600,0,ME,CM
CA1910001,2,148,0,ME,IN
CA1910001,3,15629,0,ME,RS
CA1910002,0,627,0,ME,RS
CA1910003,0,243,0,ME,AG
CA1910003,1,939,0,ME,CM
CA1910003,2,12506,0,ME,RS
CA1910004,0,78,0,ME,AG
CA1910004,1,528,0,ME,CM
CA1910004,2,3,0,ME,IN
CA1910004,3,10098,0,ME,RS
CA1910005,0,41,0,ME,CM
CA1910005,1,3526,0,ME,RS
CA1910006,0,59,0,ME,AG
CA1910006,1,347,0,ME,CM
CA1910006,2,2,0,ME,IN
CA1910006,3,1508,0,ME,RS
CA1910007,0,294,0,ME,AG
CA1910007,1,2054,0,ME,CM
CA1910007,2,326,0,ME,IN
CA1910007,3,20725,0,ME,RS
CA1910009,0,1406,0,ME,CM
CA1910009,1,115,0,ME,IN
CA1910009,2,11072,0,ME,RS
CA1910010,0,12,0,ME,CM
CA1910010,1,652,0,ME,RS
CA1910011,0,27,0,ME,AG
CA1910011,1,727,0,ME,CM
CA1910011,2,8,0,ME,IN
CA1910011,3,6560,0,ME,RS
CA1910012,0,1,0,UM,CM
CA1910012,1,6,0,UM,IN
CA1910012,2,335,0,UM,RS
CA1910013,0,42,0,ME,AG
CA1910013,1,1065,0,ME,CM
CA1910013,2,5834,0,ME,RS
CA1910017,0,1029,0,ME,AG
CA1910017,1,817,0,ME,CM
CA1910017,2,20,0,ME,IN
CA1910017,3,28686,0,ME,RS
CA1910018,0,3,0,ME,CM
CA1910018,1,3,0,ME,IN
CA1910018,2,1820,0,ME,RS
CA1910019,0,319,0,ME,AG
CA1910019,1,785,0,ME,CM
CA1910019,2,14228,0,ME,RS
CA1910020,0,233,0,ME,CM
CA1910020,1,2741,0,ME,RS
CA1910021,0,74,0,ME,AG
CA1910021,1,158,0,ME,CM
CA1910021,2,2,0,ME,IN
CA1910021,3,6642,0,ME,RS
CA1910022,0,731,0,MU,CB
CA1910023,0,13,0,ME,CM
CA1910023,1,279,0,ME,RS
CA1910024,0,272,0,ME,AG
CA1910024,1,586,0,ME,CM
CA1910024,2,9,0,ME,IN
CA1910024,3,10195,0,ME,RS
CA1910025,0,8,0,ME,CM
CA1910025,1,340,0,ME,RS
CA1910026,0,9,0,ME,AG
CA1910026,1,1303,0,ME,CM
CA1910026,2,136,0,ME,IN
CA1910026,3,12827,0,ME,RS
CA1910027,0,9,0,ME,CM
CA1910027,1,204,0,ME,RS
CA1910028,0,66,0,ME,AG
CA1910028,1,390,0,ME,CM
CA1910028,2,7545,0,ME,RS
CA1910029,0,24,0,ME,AG
CA1910029,1,332,0,ME,CM
CA1910029,2,1,0,ME,IN
CA1910029,3,1475,0,ME,RS
CA1910030,0,109,0,ME,AG
CA1910030,1,1275,0,ME,CM
CA1910030,2,66,0,ME,IN
CA1910030,3,7804,0,ME,RS
CA1910032,0,19,0,ME,IN
CA1910033,0,2852,0,ME,CM
CA1910033,1,158,0,ME,IN
CA1910033,2,29648,0,ME,RS
CA1910034,0,137,0,ME,AG
CA1910034,1,1546,0,ME,CM
CA1910034,2,39,0,ME,IN
CA1910034,3,21760,0,ME,RS
CA1910035,0,26,0,ME,AG
CA1910035,1,10,0,ME,CM
CA1910035,2,551,0,ME,RS
CA1910036,0,4595,0,ME,CM
CA1910036,1,105,0,ME,IN
CA1910036,2,21046,0,ME,RS
CA1910038,0,71,0,ME,AG
CA1910038,1,499,0,ME,CM
CA1910038,2,105,0,UM,CM
CA1910038,3,13,0,ME,IN
CA1910038,4,12,0,UM,IN
CA1910038,5,2846,0,ME,RS
CA1910038,6,12,0,UM,RS
CA1910039,0,4988,0,ME,CM
CA1910039,1,46,0,ME,IN
CA1910039,2,40368,0,ME,RS
CA1910040,0,49,0,ME,AG
CA1910040,1,556,0,ME,CM
CA1910040,2,348,0,ME,IN
CA1910040,3,3570,0,ME,RS
CA1910041,0,16,0,ME,CM
CA1910042,0,435,0,UN,CM
CA1910042,1,8977,0,ME,RS
CA1910043,0,336,0,ME,AG
CA1910043,1,3806,0,ME,CM
CA1910043,2,190,0,ME,IN
CA1910043,3,29836,0,ME,RS
CA1910044,0,435,0,ME,CM
CA1910044,1,12997,0,ME,RS
CA1910045,0,17,0,ME,AG
CA1910045,1,1,0,ME,CM
CA1910045,2,30,0,ME,IN
CA1910046,0,41,0,ME,CM
CA1910046,1,1518,0,ME,RS
CA1910047,0,589,0,ME,CM
CA1910047,1,2,0,ME,IN
CA1910047,2,5532,0,ME,RS
CA1910048,0,26,0,ME,RS
CA1910049,0,954,0,ME,CM
CA1910049,1,4671,0,ME,RS
CA1910050,0,32,0,ME,AG
CA1910050,1,300,0,ME,CM
CA1910050,2,172,0,ME,IN
CA1910050,3,477,0,ME,RS
CA1910051,0,2205,0,ME,CM
CA1910051,1,65,0,ME,IN
CA1910051,2,13569,0,ME,RS
CA1910052,0,627,0,ME,CM
CA1910052,1,3,0,ME,IN
CA1910052,2,5567,0,ME,RS
CA1910053,0,1,0,ME,CM
CA1910053,1,215,0,ME,RS
CA1910054,0,22,0,ME,AG
CA1910054,1,98,0,ME,CM
CA1910054,2,2793,0,ME,RS
CA1910056,0,2,0,ME,AG
CA1910056,1,722,0,ME,RS
CA1910059,0,149,0,ME,AG
CA1910059,1,928,0,ME,CM
CA1910059,2,18,0,ME,IN
CA1910059,3,12532,0,ME,RS
CA1910060,0,86,0,ME,AG
CA1910060,1,310,0,ME,CM
CA1910060,2,8,0,ME,IN
CA1910060,3,2024,0,ME,RS
CA1910061,0,2,0,ME,AG
CA1910061,1,2,0,ME,CM
CA1910061,2,1475,0,ME,RS
CA1910062,0,4,0,ME,AG
CA1910062,1,605,0,ME,CM
CA1910062,2,104,0,ME,IN
CA1910062,3,7846,0,ME,RS
CA1910063,0,118,0,ME,CM
CA1910063,1,4356,0,ME,RS
CA1910064,0,132,0,ME,AG
CA1910064,1,61,0,ME,CM
CA1910064,2,6,0,ME,IN
CA1910064,3,1091,0,ME,RS
CA1910065,0,1095,0,ME,AG
CA1910065,1,6327,0,ME,CM
CA1910065,2,253,0,ME,IN
CA1910065,3,80271,0,ME,RS
CA1910066,0,211,0,UN,RS
CA1910067,0,1309,0,ME,AG
CA1910067,1,61362,0,ME,CM
CA1910067,2,3788,0,ME,IN
CA1910067,3,609694,0,ME,RS
CA1910070,0,2617,0,ME,CM
CA1910070,1,66,0,ME,IN
CA1910070,2,46922,0,ME,RS
CA1910072,0,8,0,ME,AG
CA1910072,1,64,0,ME,CM
CA1910072,2,1363,0,ME,RS
CA1910073,0,349,0,ME,CM
CA1910073,1,3972,0,ME,RS
CA1910075,0,2,0,ME,CM
CA1910075,1,244,0,ME,RS
CA1910077,0,18,0,ME,AG
CA1910077,1,876,0,ME,CM
CA1910077,2,43,0,ME,IN
CA1910077,3,8712,0,ME,RS
CA1910079,0,1486,0,ME,CM
CA1910079,1,7603,0,ME,RS
CA1910081,0,470,0,ME,RS
CA1910083,0,154,0,ME,AG
CA1910083,1,634,0,ME,CM
CA1910083,2,5,0,ME,IN
CA1910083,3,12640,0,ME,RS
CA1910084,0,8,0,ME,AG
CA1910084,1,177,0,ME,CM
CA1910084,2,978,0,ME,RS
CA1910085,0,5,0,ME,AG
CA1910085,1,22,0,ME,CM
CA1910085,2,1897,0,ME,RS
CA1910086,0,68,0,ME,IN
CA1910086,1,1947,0,ME,RS
CA1910087,0,307,0,ME,IN
CA1910090,0,198,0,ME,AG
CA1910090,1,995,0,ME,CM
CA1910090,2,21,0,ME,IN
CA1910090,3,8387,0,ME,RS
CA1910091,0,632,0,ME,CM
CA1910091,1,30,0,ME,IN
CA1910091,2,3357,0,ME,RS
CA1910092,0,99,0,ME,AG
CA1910092,1,867,0,ME,CM
CA1910092,2,7,0,ME,IN
CA1910092,3,12608,0,ME,RS
CA1910096,0,115,0,ME,AG
CA1910096,1,357,0,ME,CM
CA1910096,2,5,0,ME,IN
CA1910096,3,3309,0,ME,RS
CA1910097,0,21,0,UM,IN
CA1910098,0,53,0,ME,AG
CA1910098,1,354,0,ME,CM
CA1910098,2,10,0,ME,IN
CA1910098,3,8887,0,ME,RS
CA1910099,0,94,0,ME,RS
CA1910099,1,1,0,UM,RS
CA1910101,0,20,0,ME,CM
CA1910101,1,45,0,ME,IN
CA1910101,2,4215,0,ME,RS
CA1910102,0,233,0,ME,AG
CA1910102,1,638,0,ME,CM
CA1910102,2,83,0,ME,IN
CA1910102,3,25709,0,ME,RS
CA1910103,0,37,0,ME,CM
CA1910103,1,1625,0,ME,RS
CA1910104,0,1,0,ME,AG
CA1910104,1,666,0,ME,CM
CA1910104,2,23048,0,ME,RS
CA1910105,0,250,0,ME,AG
CA1910105,1,535,0,ME,CM
CA1910105,2,553,0,ME,IN
CA1910105,3,6076,0,ME,RS
CA1910108,0,203,0,ME,CM
CA1910108,1,1451,0,ME,RS
CA1910117,0,271,0,ME,CM
CA1910117,1,1,0,ME,IN
CA1910117,2,1226,0,ME,RS
CA1910124,0,4066,0,ME,CM
CA1910124,1,32691,0,ME,RS
CA1910125,0,37,0,ME,AG
CA1910125,1,508,0,ME,CM
CA1910125,2,4,0,ME,IN
CA1910125,3,4850,0,ME,RS
CA1910126,0,467,0,ME,AG
CA1910126,1,2283,0,ME,CM
CA1910126,2,224,0,ME,IN
CA1910126,3,26296,0,ME,RS
CA1910127,0,71,0,ME,AG
CA1910127,1,1037,0,ME,CM
CA1910127,2,47,0,ME,IN
CA1910127,3,7327,0,ME,RS
CA1910128,0,12,0,ME,CB
CA1910130,0,67,0,ME,AG
CA1910130,1,74,0,ME,CM
CA1910130,2,5606,0,ME,RS
CA1910134,0,2,0,ME,AG
CA1910134,1,1816,0,ME,CM
CA1910134,2,25,0,ME,IN
CA1910134,3,24316,0,ME,RS
CA1910137,0,11,0,UM,CM
CA1910138,0,5,0,UM,IN
CA1910139,0,1540,0,ME,CM
CA1910139,1,42,0,ME,IN
CA1910139,2,12577,0,ME,RS
CA1910140,0,16,0,ME,AG
CA1910140,1,161,0,ME,CM
CA1910140,2,2952,0,ME,RS
CA1910141,0,2,0,UM,CM
CA1910141,1,297,0,UM,RS
CA1910142,0,98,0,ME,AG
CA1910142,1,925,0,ME,CM
CA1910142,2,1,0,ME,IN
CA1910142,3,14979,0,ME,RS
CA1910143,0,89,0,ME,AG
CA1910143,1,589,0,ME,CM
CA1910143,2,177,0,ME,IN
CA1910143,3,4275,0,ME,RS
CA1910144,0,181,0,ME,AG
CA1910144,1,855,0,ME,CM
CA1910144,2,8187,0,ME,RS
CA1910146,0,611,0,ME,AG
CA1910146,1,2282,0,ME,CM
CA1910146,2,13914,0,ME,RS
CA1910147,0,1,0,UM,CM
CA1910147,1,1642,0,UM,RS
CA1910148,0,26,0,ME,AG
CA1910148,1,177,0,ME,CM
CA1910148,2,3600,0,ME,RS
CA1910149,0,144,0,ME,AG
CA1910149,1,677,0,ME,CM
CA1910149,2,70,0,ME,IN
CA1910149,3,2171,0,ME,RS
CA1910152,0,46,0,ME,AG
CA1910152,1,1355,0,ME,CM
CA1910152,2,74,0,ME,IN
CA1910152,3,12947,0,ME,RS
CA1910153,0,237,0,ME,CM
CA1910153,1,44,0,ME,IN
CA1910153,2,2075,0,ME,RS
CA1910154,0,83,0,ME,AG
CA1910154,1,376,0,ME,CM
CA1910154,2,5687,0,ME,RS
CA1910155,0,214,0,ME,AG
CA1910155,1,4521,0,ME,CM
CA1910155,2,104,0,ME,IN
CA1910155,3,46625,0,ME,RS
CA1910156,0,75,0,ME,AG
CA1910156,1,1529,0,ME,CM
CA1910156,2,8953,0,ME,RS
CA1910157,0,485,0,ME,CM
CA1910157,1,5807,0,ME,RS
CA1910158,0,196,0,UN,CB
CA1910159,0,29,0,ME,AG
CA1910159,1,368,0,ME,CM
CA1910159,2,21,0,ME,IN
CA1910159,3,731,0,ME,RS
CA1910160,0,7,0,ME,AG
CA1910160,1,93,0,ME,CM
CA1910160,2,44,0,ME,IN
CA1910160,3,773,0,ME,RS
CA1910161,0,23,0,ME,AG
CA1910161,1,248,0,ME,CM
CA1910161,2,4197,0,ME,RS
CA1910163,0,28,0,ME,AG
CA1910163,1,15,0,ME,CM
CA1910163,2,1633,0,ME,RS
CA1910165,0,3,0,ME,CM
CA1910165,1,1,0,ME,IN
CA1910165,2,1385,0,ME,RS
CA1910166,0,200,0,ME,CM
CA1910166,1,3403,0,ME,RS
CA1910167,0,724,0,ME,CM
CA1910167,1,222,0,ME,IN
CA1910167,2,19,0,ME,RS
CA1910169,0,1,0,ME,AG
CA1910169,1,10,0,ME,CM
CA1910169,2,2821,0,ME,RS
CA1910173,0,116,0,ME,AG
CA1910173,1,800,0,ME,CM
CA1910173,2,26,0,ME,IN
CA1910173,3,10443,0,ME,RS
CA1910174,0,121,0,ME,AG
CA1910174,1,1157,0,ME,CM
CA1910174,2,18574,0,ME,RS
CA1910179,0,151,0,ME,AG
CA1910179,1,27,0,UM,AG
CA1910179,2,3402,0,ME,CM
CA1910179,3,22167,0,ME,RS
CA1910185,0,9,0,ME,CM
CA1910185,1,1333,0,ME,RS
CA1910186,0,20,0,ME,AG
CA1910186,1,730,0,ME,CM
CA1910186,2,16,0,ME,IN
CA1910186,3,6561,0,ME,RS
CA1910189,0,16,0,ME,CM
CA1910189,1,1564,0,ME,RS
CA1910191,0,20,0,ME,AG
CA1910191,1,327,0,ME,CM
CA1910191,2,73,0,ME,IN
CA1910191,3,4902,0,ME,RS
CA1910194,0,41,0,ME,AG
CA1910194,1,1201,0,ME,CM
CA1910194,2,11945,0,ME,RS
CA1910195,0,3,0,ME,AG
CA1910195,1,114,0,ME,CM
CA1910195,2,5,0,ME,IN
CA1910195,3,1545,0,ME,RS
CA1910199,0,3,0,ME,AG
CA1910199,1,1,0,ME,IN
CA1910200,0,3,0,ME,CM
CA1910200,1,481,0,ME,RS
CA1910203,0,66,0,ME,CM
CA1910203,1,2,0,ME,IN
CA1910203,2,2728,0,ME,RS
CA1910204,0,269,0,ME,CM
CA1910204,1,3,0,ME,IN
CA1910204,2,7152,0,ME,RS
CA1910205,0,352,0,ME,AG
CA1910205,1,2337,0,ME,CM
CA1910205,2,20,0,ME,IN
CA1910205,3,37739,0,ME,RS
CA1910211,0,142,0,ME,AG
CA1910211,1,801,0,ME,CM
CA1910211,2,5,0,ME,IN
CA1910211,3,15658,0,ME,RS
CA1910212,0,31,0,ME,AG
CA1910212,1,267,0,ME,CM
CA1910212,2,1,0,ME,IN
CA1910212,3,7130,0,ME,RS
CA1910213,0,405,0,ME,AG
CA1910213,1,38,0,UM,CB
CA1910213,2,1795,0,ME,CM
CA1910213,3,266,0,ME,IN
CA1910213,4,1,0,UM,IN
CA1910213,5,23451,0,ME,RS
CA1910218,0,14,0,ME,AG
CA1910218,1,13,0,ME,CM
CA1910218,2,13,0,ME,IN
CA1910218,3,1964,0,ME,RS
CA1910223,0,14,0,ME,AG
CA1910223,1,276,0,ME,CM
CA1910223,2,5,0,ME,IN
CA1910223,3,4623,0,ME,RS
CA1910225,0,260,0,ME,AG
CA1910225,1,844,0,ME,CM
CA1910225,2,18917,0,ME,RS
CA1910234,0,381,0,ME,AG
CA1910234,1,924,0,ME,CM
CA1910234,2,163,0,ME,IN
CA1910234,3,25527,0,ME,RS
CA1910238,0,18,0,UM,IN
CA1910239,0,223,0,ME,AG
CA1910239,1,742,0,ME,CM
CA1910239,2,19055,0,ME,RS
CA1910240,0,1333,0,ME,AG
CA1910240,1,886,0,ME,CM
CA1910240,2,380,0,ME,IN
CA1910240,3,27360,0,ME,RS
CA1910241,0,35,0,ME,AG
CA1910241,1,669,0,ME,RS
CA1910242,0,12,0,ME,CM
CA1910242,1,190,0,ME,RS
CA1910243,0,16,0,ME,CM
CA1910243,1,400,0,ME,RS
CA1910244,0,3,0,ME,CM
CA1910244,1,496,0,ME,RS
CA1910245,0,1194,0,ME,CM
CA1910245,1,4362,0,ME,RS
CA1910246,0,540,0,ME,RS
CA1910247,0,43,0,ME,AG
CA1910247,1,89,0,ME,CM
CA1910247,2,1,0,ME,IN
CA1910247,3,1785,0,ME,RS
CA1910248,0,49,0,ME,CM
CA1910248,1,1,0,ME,IN
CA1910248,2,1329,0,ME,RS
CA1910249,0,44,0,ME,CM
CA1910249,1,410,0,ME,RS
CA1910250,0,56,0,ME,AG
CA1910250,1,4,0,ME,CM
CA1910250,2,2723,0,ME,RS
CA1910253,0,3,0,ME,CM
CA1910254,0,5,0,UM,IN
CA1910254,1,7,0,UM,RS
CA1910255,0,71,0,ME,AG
CA1910255,1,9,0,ME,CM
CA1910255,2,1081,0,ME,RS
CA1910301,0,1,0,UM,AG
CA1910301,1,2,0,UM,CM
CA1910301,2,5,0,UM,RS
CA1910303,0,3,0,UM,CM
CA1910305,0,1,0,ME,AG
CA1910305,1,1,0,ME,CM
CA1910443,0,6,0,UM,CM
CA1910443,1,1,0,UM,IN
CA1910604,0,2,0,UM,CM
CA1910801,0,1,0,ME,CM
CA1990023,0,400,0,ME,CM
CA1990024,0,2,0,ME,CB
CA1990025,0,25,0,ME,CB
CA1990026,0,400,0,ME,CB
CA1990028,0,1,0,UN,CB
CA1990029,0,1,0,UN,CB
CA1995014,0,1,0,UN,CB
CA1995015,0,1,0,UN,CB
CA1995016,0,1,0,UN,CB
CA1995017,0,1,0,UN,CB
CA1995018,0,1,0,UN,CB
CA1995019,0,1,0,UN,CB
CA1995021,0,1,0,UN,CB
CA2000048,0,16,0,UN,CB
CA2000150,0,15,0,UN,CB
CA2000195,0,10,0,UN,CB
CA2000202,0,9,0,UN,CB
CA2000203,0,4,0,UN,CB
CA2000206,0,4,0,UN,CB
CA2000220,0,1,0,UN,CB
CA2000245,0,2,0,UN,CB
CA2000251,0,1,0,UN,CB
CA2000259,0,2,0,UN,CB
CA2000260,0,1,0,UN,CB
CA2000275,0,17,0,UN,CB
CA2000286,0,1,0,UN,CB
CA2000293,0,91,0,UN,CB
CA2000294,0,1,0,UN,CB
CA2000315,0,12,0,UN,CB
CA2000320,0,2,0,UN,CB
CA2000352,0,1,0,UN,CB
