pws_id,activity_date,federal_type,primary_source,principal_county_served,state_type,status,water_system_name,water_system_no
CA5400917,2014-04-28,NC,GW,TULARE,NC,A,SHOP N GO,CA5400917
CA5400919,2014-04-28,NTNC,GW,TULARE,NTNC,A,BUENA VISTA SCHOOL,CA5400919
CA5400921,2014-04-28,NC,GW,TULARE,NC,A,CEDAR SLOPE MWC,CA5400921
CA5400922,2014-04-28,NC,GW,TULARE,NC,A,BARTLETT PARK,CA5400922
CA5400924,2014-04-28,NC,GW,TULARE,NC,A,SIERRA LAKES CHRISTIAN MINISTRIES,CA5400924
CA5400928,2014-04-28,NC,GW,TULARE,NC,A,VISALIA SALES YARD,CA5400928
CA5400929,2014-04-28,NC,GW,TULARE,NC,A,RIVERLAND RESORT,CA5400929
CA5400934,2014-04-28,C,GW,TULARE,C,A,PONDEROSA CSD,CA5400934
CA5400935,1979-03-22,C,GW,TULARE,C,A,CWS - MULLEN WATER COMPANY,CA5400935
CA5400940,2014-04-28,C,GW,TULARE,C,A,SIERRA KING HOMEOWNERS ASSN,CA5400940
CA5400942,2014-04-28,NC,GW,TULARE,NC,A,CLM-REDWOOD MEADOW CAMPGROUND,CA5400942
CA5400945,2014-04-28,NC,GW,TULARE,NC,A,CLM-COY FLAT CAMPGROUND,CA5400945
CA5400951,2014-04-28,NC,GW,TULARE,NC,A,MOONEY GROVE PARK,CA5400951
CA5400959,2014-04-28,NC,GW,TULARE,NC,A,RM PYLES BOYS CAMP,CA5400959
CA5400961,2014-04-28,NC,GW,TULARE,NC,A,QUAKER MEADOW CAMP,CA5400961
CA5400964,2014-04-28,C,GW,TULARE,C,A,SIERRA VISTA ASSN,CA5400964
CA5400968,1979-03-22,C,SW,TULARE,C,A,IMPROVEMENT DISTRICT NO. 1,CA5400968
CA5400969,2014-04-28,NTNC,GW,TULARE,NTNC,A,PENINSULA PACKAGING CO,CA5400969
CA5400972,2014-04-28,NTNC,GW,TULARE,NTNC,A,OUTSIDE CREEK SCHOOL,CA5400972
CA5400984,2014-04-28,NC,GW,TULARE,NC,A,SUCCESS MARKET,CA5400984
CA5400985,2014-04-28,NC,GW,TULARE,NC,A,BOB'S TINY MART,CA5400985
CA5400987,2014-04-28,NC,GW,TULARE,NC,A,FOUNTAIN SPRINGS EL TAPATIO,CA5400987
CA5400994,2014-04-28,NTNC,GW,TULARE,NTNC,A,HOPE ELEMENTARY SCHOOL,CA5400994
CA5401001,1999-11-20,NC,GW,TULARE,NC,A,SEQUOIA CIDER MILL,CA5401001
CA5401003,2014-04-28,C,GW,TULARE,C,A,EAST OROSI CSD,CA5401003
CA5401004,2014-04-28,NTNC,GW,TULARE,NTNC,A,"STYROTEK, INC.",CA5401004
CA5401006,1992-12-21,NTNC,GW,TULARE,NTNC,A,UC DAVIS-SCHOOL OF VET. MED.,CA5401006
CA5401010,2014-04-28,NC,GW,TULARE,NC,A,BSA-CAMP WHITSETT,CA5401010
CA5401024,1987-03-06,NC,GW,TULARE,NC,A,CAL TRANS - KINGSBURG REST STOP,CA5401024
CA5401025,2014-04-28,NC,GW,TULARE,NC,A,KINGSBURG GUN CLUB,CA5401025
CA5401026,2014-04-28,C,GW,TULARE,C,A,DEER MEADOW MUTUAL,CA5401026
CA5401033,2014-04-28,NTNC,GW,TULARE,NTNC,A,HORIZON NUT LLC,CA5401033
CA5401038,2014-04-28,C,GWP,TULARE,C,A,AKIN WATER CO,CA5401038
CA5401039,2014-04-28,NTNC,GW,TULARE,NTNC,A,TULARE COUNTY CIVIC CENTER,CA5401039
CA5401044,1976-01-01,NTNC,GW,TULARE,NTNC,A,CAL TRANS-VISALIA MAINTENANCE STATION,CA5401044
CA5401045,1992-12-21,NC,GW,TULARE,NC,A,CAL TRANS-TIPTON NORTHBOUND REST STOP,CA5401045
CA5401047,1992-12-21,NC,GW,TULARE,NC,A,CAL TRANS - TIPTON SOUTHBOUND REST STOP,CA5401047
CA5401048,2014-04-28,NC,GW,TULARE,NC,A,KINGS RIVER GOLF COURSE,CA5401048
CA5401049,2014-04-28,NC,GW,TULARE,NC,A,CAMP WILDERNESS,CA5401049
CA5401063,2014-04-28,NC,GW,TULARE,NC,A,THARP REAL PROPERTIES,CA5401063
CA5401071,1992-12-21,NC,SW,TULARE,NC,A,SILVER CITY WATER CO.,CA5401071
CA5401074,2014-04-28,NTNC,GW,TULARE,NTNC,A,BOB WILEY DETENTION FACILITY,CA5401074
CA5401076,2014-04-28,NTNC,GW,TULARE,NTNC,A,GOLDEN STATE VINTNERS CUTLER,CA5401076
CA5401082,2014-04-28,NTNC,GW,TULARE,NTNC,A,"VENTURA COASTAL, LLC - VISALIA DIVISION",CA5401082
CA5401084,2014-04-28,NC,GW,TULARE,NC,A,BADGER MTN HOUSE INC,CA5401084
CA5401089,2014-04-28,NC,GW,TULARE,NC,A,CLM-ESHOM CAMPGROUND,CA5401089
CA5401093,2014-04-28,NC,GW,TULARE,NC,A,DOYLE SPRINGS ASSN,CA5401093
CA5401094,2014-04-28,NC,GW,TULARE,NC,A,RJ'S TRAVEL CENTER,CA5401094
CA5401099,2014-04-28,NC,GW,TULARE,NC,A,SIERRA CHRISTIAN CAMP,CA5401099
CA5402008,2014-04-28,NTNC,GW,TULARE,NTNC,A,HOT SPRINGS SCHOOL,CA5402008
CA5402013,2014-04-28,NTNC,GW,TULARE,NTNC,A,SUN PACIFIC SHIPPERS LP - EXETER,CA5402013
CA5402016,2014-04-28,NC,GW,TULARE,NC,A,CLM-HOSPITAL FLAT CAMPGROUND,CA5402016
CA5402017,2014-04-28,NC,GW,TULARE,NC,A,CLM-GOLDLEDGE CAMPGROUND,CA5402017
CA5402019,2014-04-28,NC,GW,TULARE,NC,A,BLANCA MARKET & DELI,CA5402019
CA5402022,2014-04-28,NC,GW,TULARE,NC,A,BRAVO FARMS TRAVER,CA5402022
CA5402024,2014-04-28,NC,GW,TULARE,NC,A,KINGS RIVER MARKET WATER SYSTEM,CA5402024
CA5402026,2014-04-28,NC,GW,TULARE,NC,A,USFS-TROY MEADOW CAMPGROUND,CA5402026
CA5402027,2014-04-28,NTNC,GW,TULARE,NTNC,A,TULARE COUNTY ROAD YARD 2/3,CA5402027
CA5402030,2016-01-06,NC,GW,TULARE,NC,A,WAUKENA MARKET,CA5402030
CA5402031,2014-04-28,NC,GW,TULARE,NC,A,PREET MARKET,CA5402031
CA5402036,2014-04-28,C,GW,TULARE,C,A,R-RANCH IN THE SEQUOIAS,CA5402036
CA5402037,2014-04-28,NC,GW,TULARE,NC,A,THREE RIVERS LIBRARY,CA5402037
CA5402038,2014-04-28,C,GW,TULARE,C,A,PATTERSON TRACT CSD,CA5402038
CA5402039,2014-04-28,NC,GW,TULARE,NC,A,SEVILLE MARKET,CA5402039
CA5402041,2014-08-07,NC,GW,TULARE,NC,A,PENNY WISE MOTEL,CA5402041
CA5402043,2014-04-28,NC,GW,TULARE,NC,A,MONSON MARKET,CA5402043
CA5402046,2014-04-28,NTNC,GW,TULARE,NTNC,A,"WATERMAN VALVE, LLC",CA5402046
CA5402047,2014-04-28,C,GW,TULARE,C,A,GLEANINGS FOR THE HUNGRY,CA5402047
CA5402048,1992-12-21,C,GW,TULARE,C,A,DEL ORO RIVER ISLAND SERV TERR #2,CA5402048
CA5402050,2014-04-28,NTNC,GW,TULARE,NTNC,A,MILK SPECIALTIES GLOBAL,CA5402050
CA5402056,2014-04-28,NC,GW,TULARE,NC,A,PEOPLE'S FOOD AND DELI INC.,CA5402056
CA5402057,2014-04-28,NC,GW,TULARE,NC,A,DEER CREEK RV PARK,CA5402057
CA5403001,2014-04-28,NC,GW,TULARE,NC,A,LOWER SPRINGS WATER CO,CA5403001
CA5403007,2014-04-28,NTNC,GW,TULARE,NTNC,A,"E.M. THARP, INC.",CA5403007
CA5403011,2014-04-28,NC,GW,TULARE,NC,A,USA PETRO SUPER STOP,CA5403011
CA5403013,2014-04-28,NC,GW,TULARE,NC,A,PRINCE MART,CA5403013
CA5403014,2014-04-28,NC,GW,TULARE,NC,A,THREE RIVERS LIONS CLUB,CA5403014
CA5403020,2014-04-28,NC,GW,TULARE,NC,A,USFS-HORSE MEADOW CAMPGROUND,CA5403020
CA5403022,2014-04-28,NTNC,GW,TULARE,NTNC,A,APTCO LLC,CA5403022
CA5403023,2014-04-28,C,GW,TULARE,C,A,DELFT COLONY WATER,CA5403023
CA5403025,2014-04-28,NC,GW,TULARE,NC,A,CDF-HIDDEN FALLS CAMPGROUND,CA5403025
CA5403026,2014-04-28,NC,GW,TULARE,NC,A,CDF-FRASIER MILL CAMPGROUND,CA5403026
CA5403027,2014-04-28,NC,GW,TULARE,NC,A,CDF-SHAKE CAMPGROUND,CA5403027
CA5403030,2016-03-09,NC,GW,TULARE,NC,A,JACK GRIGGS INC.,CA5403030
CA5403031,2014-04-28,NTNC,GW,TULARE,NTNC,A,SUN PACIFIC - TULARE,CA5403031
CA5403032,2014-04-28,NTNC,GW,TULARE,NTNC,A,MONROVIA NURSERY - NURSERY,CA5403032
CA5403034,2014-04-28,NC,GW,TULARE,NC,A,USFS-JERKEY MEADOW TRAILHEAD / UHL WC,CA5403034
CA5403039,2014-04-28,NC,GW,TULARE,NC,A,TEAPOT DOME WATER CO,CA5403039
CA5403040,2014-04-28,NC,GW,TULARE,NC,A,SUHOVY WATER SYSTEM,CA5403040
CA5403041,2014-04-28,NTNC,GW,TULARE,NTNC,A,FAMILY TREE FARMS,CA5403041
CA5403042,2014-04-28,NTNC,GW,TULARE,NTNC,A,CALIFORNIA DAIRIES INC TIPTON,CA5403042
CA5403043,2014-04-28,C,GW,TULARE,C,A,YETTEM WATER SYSTEM,CA5403043
CA5403046,2014-04-28,NTNC,GW,TULARE,NTNC,A,VISALIA CITRUS PACKING-ORANGE COVE,CA5403046
CA5403047,2014-04-28,NC,GW,TULARE,NC,A,CASILLAS WATER SYSTEM,CA5403047
CA5403048,2014-04-28,NTNC,GW,TULARE,NTNC,A,JD HEISKELL HOLDINGS LLC,CA5403048
CA5403049,2014-04-28,NC,GW,TULARE,NC,A,CDF-HEDRICK POND CAMPGROUND,CA5403049
CA5403050,2014-04-28,NTNC,GW,TULARE,NTNC,A,TULARE COUNTY HAULING,CA5403050
CA5403051,2014-04-28,NC,GW,TULARE,NC,A,FRIENDS RV PARK,CA5403051
CA5403053,2014-04-28,NC,GW,TULARE,NC,A,NS MINI MART,CA5403053
CA5403054,2014-04-28,NTNC,GW,TULARE,NTNC,A,"PFFJ, LLC",CA5403054
CA5403055,2014-04-28,NTNC,GW,TULARE,NTNC,A,MONROVIA NURSERY - OFFICE,CA5403055
CA5403061,1999-11-20,NC,SW,TULARE,NC,A,RIVER VIEW RESTAURANT,CA5403061
CA5403062,2014-04-28,NC,GW,TULARE,NC,A,COMFORT INN & SUITES,CA5403062
CA5403072,2014-04-28,NC,GW,TULARE,NC,A,MOUNTAIN AIRE MUTUAL WATER CO,CA5403072
CA5403073,2014-04-28,NC,SW,TULARE,NC,A,SLATE MOUNTAIN HOA,CA5403073
CA5403074,1999-11-20,NTNC,GW,TULARE,NTNC,A,KRAFT HEINZ FOODS COMPANY,CA5403074
CA5403076,2014-04-28,NC,GW,TULARE,NC,A,CENTRAL CAL TRISTEZA ERAD,CA5403076
CA5403080,2014-04-28,NTNC,GW,TULARE,NTNC,A,LEGACY PACKING,CA5403080
CA5403081,2014-04-28,NTNC,GW,TULARE,NTNC,A,"PETERS FRUIT FARMS, INC",CA5403081
CA5403082,2014-04-28,NC,GW,TULARE,NC,A,GIUMARRA BROS FRUIT CO,CA5403082
CA5403083,2014-04-28,NTNC,GW,TULARE,NTNC,A,JODY FRESH COOLING CO - PWS,CA5403083
CA5403084,2014-04-28,C,GW,TULARE,C,A,FAIRWAY MUTUAL WATER CO,CA5403084
CA5403085,2014-04-28,NC,GW,TULARE,NC,A,USFS-BLACKROCK TRAILHEAD,CA5403085
CA5403086,2014-04-28,NC,GW,TULARE,NC,A,"MARTELLA LIVESTOCK MARKET, INC.",CA5403086
CA5403088,2014-04-28,NC,GW,TULARE,NC,A,KENNEDY MEADOWS GENERAL STORE,CA5403088
CA5403089,2014-04-28,NC,GW,TULARE,NC,A,GRUMPY BEARS RETREAT,CA5403089
CA5403090,2014-04-28,NC,GW,TULARE,NC,A,IN & OUT FOODMART,CA5403090
CA5403100,2014-04-28,NC,GW,TULARE,NC,A,SEVEN CIRCLES RETREAT,CA5403100
CA5403102,2014-04-28,NTNC,GW,TULARE,NTNC,A,NEW LEAF COLD STORAGE,CA5403102
CA5403103,1999-12-29,NP,GW,TULARE,SSWS,A,TRACT 327 MUTUAL WATER CO,CA5403103
CA5403105,2014-04-28,NC,GW,TULARE,NC,A,THE BARN,CA5403105
CA5403106,2014-04-28,NTNC,GW,TULARE,NTNC,A,EXETER-IVANHOE CITRUS ASSOCIATION,CA5403106
CA5403109,2014-04-28,NC,GW,TULARE,NC,A,CLM-UPPER COFFEE CAMP DAY USE,CA5403109
CA5403110,2014-04-28,C,GW,TULARE,C,A,SIERRA MUTUAL WATER CO,CA5403110
CA5403113,2014-04-28,C,GW,TULARE,C,A,SOUTH FORK ESTATES MUTUAL WATER CO,CA5403113
CA5403114,2014-04-28,NTNC,GW,TULARE,NTNC,A,FOSTER FARMS TRAVER FEEDMILL,CA5403114
CA5403116,2014-04-28,NC,GW,TULARE,NC,A,CORRAL CREEK RESORT,CA5403116
CA5403118,2014-04-28,NTNC,GW,TULARE,NTNC,A,SAPUTO DAIRY FOOD USA,CA5403118
CA5403119,2014-04-28,NTNC,GW,TULARE,NTNC,A,"VENTURA COASTAL, LLC - TIPTON DIVISION",CA5403119
CA5403120,2005-01-13,NC,GW,TULARE,NC,A,PANADERIA LA CABANA,CA5403120
CA5403121,2014-04-28,NTNC,GW,TULARE,NTNC,A,INTERNATIONAL PAPER - EXETER BULK,CA5403121
CA5403122,2014-04-28,NC,GW,TULARE,NC,A,PC'S FOOD MART,CA5403122
CA5403126,2014-04-28,NTNC,GW,TULARE,NTNC,A,FAMILY EDUCATION CENTER,CA5403126
CA5403127,2014-04-28,NTNC,GW,TULARE,NTNC,A,MONROVIA NURSERY - VENICE HILLS,CA5403127
CA5403130,2014-04-28,NTNC,GW,TULARE,NTNC,A,ELEANOR ROOSEVELT COMM LEARNING CTR,CA5403130
CA5403131,2014-04-28,NTNC,GW,TULARE,NTNC,A,SUNNY ACRES PRESCHOOL,CA5403131
CA5403132,2014-04-28,NTNC,GW,TULARE,NTNC,A,CALGREN RENEWABLE FUELS,CA5403132
CA5403135,2014-04-28,NC,GW,TULARE,NC,A,HARTLAND WATER COMPANY,CA5403135
CA5403137,2014-04-28,NC,GW,TULARE,NC,A,USACE-SLICK ROCK DAY USE,CA5403137
CA5403138,2014-04-28,NTNC,GW,TULARE,NTNC,A,"BRANDT FARMS, INC",CA5403138
CA5403139,2014-04-28,NTNC,GW,TULARE,NTNC,A,TREEHOUSE CALIFORNIA ALMONDS LLC,CA5403139
CA5403140,2010-01-26,NTNC,GW,TULARE,NTNC,A,MONARCH NUT CO,CA5403140
CA5403141,2014-04-28,NTNC,GW,TULARE,NTNC,A,HELLWIG PRODUCTS CO INC,CA5403141
CA5403144,1999-12-29,C,GW,TULARE,C,A,ALI MUTUAL WATER CO,CA5403144
CA5403145,2014-04-28,NTNC,GW,TULARE,NTNC,A,WAWONA PACKING COMPANY LLC,CA5403145
CA5403146,2014-04-28,NTNC,GW,TULARE,NTNC,A,LIBERTY ELEMENTARY SCHOOL,CA5403146
CA5403147,2014-04-28,NC,GW,TULARE,NC,A,EXETER KINGDOM HALL,CA5403147
CA5403148,2014-04-28,NTNC,GW,TULARE,NTNC,A,COURAGE TO CHANGE,CA5403148
CA5403150,2014-06-25,NC,GW,TULARE,NC,A,HARI'S MARKET,CA5403150
CA5403151,2014-04-28,NC,GW,TULARE,NC,A,ARCO AM PM - PIXLEY,CA5403151
CA5403152,2014-04-28,NTNC,GW,TULARE,NTNC,A,MOUNTAIN VIEW COLD STORAGE,CA5403152
CA5403153,2018-05-29,NC,GW,TULARE,NC,A,CIRCLE J - NORRIS RANCH,CA5403153
CA5403154,2014-09-29,NTNC,GW,TULARE,NTNC,A,"WILLITTS EQUIPMENT CO., INC.",CA5403154
CA5403156,2014-04-28,NC,GW,TULARE,NC,A,PAN AMERICAN BALLROOM,CA5403156
CA5403159,2014-06-23,NC,GW,TULARE,NC,A,ARMANDO AND NELLY KASSAZ WATER SYSTEM,CA5403159
CA5403200,2017-01-25,NC,SW,TULARE,NC,A,OL' BUCKAROO,CA5403200
CA5403201,2014-09-30,NC,GW,TULARE,NC,A,WIEBE FARMS,CA5403201
CA5403204,2015-04-10,NTNC,GW,TULARE,NTNC,A,FOUR STAR FRUIT,CA5403204
CA5403205,2015-06-12,NTNC,GW,TULARE,NTNC,A,PENA'S DISPOSAL SERVICES,CA5403205
CA5403206,2015-06-12,NTNC,GW,TULARE,NTNC,A,CALIFORNIA CONTROLLED ATMOSPHERE,CA5403206
CA5403207,2015-07-31,NC,GW,TULARE,NC,A,SUN VALLEY PACKING,CA5403207
CA5403208,2015-09-10,NTNC,GW,TULARE,NTNC,A,SOULTS PUMP & EQUIPMENT COMPANY,CA5403208
CA5403211,2017-01-30,NTNC,GW,TULARE,NTNC,A,BOOTH RANCHES LLC,CA5403211
CA5403212,2017-06-01,C,GW,TULARE,C,A,MONSON WATER SYSTEM,CA5403212
CA5403213,2017-07-17,C,GW,TULARE,C,A,TEEN CHALLENGE,CA5403213
CA5403214,2017-11-20,NC,GW,TULARE,NC,A,THREE RIVERS HISTORICAL MUSEUM,CA5403214
CA5403215,2018-07-18,NTNC,GW,TULARE,NTNC,A,"FRESH SELECT, LLC",CA5403215
CA5410001,1976-01-01,C,GW,TULARE,C,A,CUTLER PUD,CA5410001
CA5410002,1976-01-01,C,GW,TULARE,C,A,"DINUBA, CITY OF",CA5410002
CA5410003,1976-01-01,C,GW,TULARE,C,A,"EXETER, CITY OF",CA5410003
CA5410004,1976-01-01,C,GW,TULARE,C,A,"FARMERSVILLE, CITY OF",CA5410004
CA5410006,1976-01-01,C,SW,TULARE,C,A,"LINDSAY, CITY OF",CA5410006
CA5410007,1976-01-01,C,SW,TULARE,C,A,LSID - TONYVILLE,CA5410007
CA5410008,1976-01-01,C,GW,TULARE,C,A,OROSI PUBLIC UTILITY DISTRICT,CA5410008
CA5410009,1976-01-01,C,GW,TULARE,C,A,PIXLEY PUBLIC UTIL DIST,CA5410009
CA5410010,1976-01-01,C,GW,TULARE,C,A,"PORTERVILLE, CITY OF",CA5410010
CA5410011,1976-01-01,C,SW,TULARE,C,A,SPRINGVILLE PUD,CA5410011
CA5410012,1976-01-01,C,SW,TULARE,C,A,STRATHMORE PUBLIC UTIL DIST,CA5410012
CA5410014,1976-01-01,C,GW,TULARE,C,A,TIPTON COMMUNITY SERVICES DIST,CA5410014
CA5410015,1976-01-01,C,GW,TULARE,C,A,"TULARE, CITY OF",CA5410015
CA5410016,1976-01-01,C,GW,TULARE,C,A,CWS - VISALIA,CA5410016
CA5410017,1976-01-01,C,GW,TULARE,C,A,LONDON COMMUNITY SERV DIST,CA5410017
CA5410019,1976-01-01,C,GW,TULARE,C,A,IVANHOE PUBLIC UTILITY DIST,CA5410019
CA5410020,1976-01-01,C,GW,TULARE,C,A,"WOODLAKE, CITY OF",CA5410020
CA5410021,1976-01-01,C,GW,TULARE,C,A,EARLIMART PUD,CA5410021
CA5410022,1976-01-01,C,SW,TULARE,C,A,CAMP NELSON WATER COMPANY,CA5410022
CA5410024,1976-01-01,C,GW,TULARE,C,A,RICHGROVE COMMUNITY SERVICES DISTRICT,CA5410024
CA5410025,1976-01-01,C,GW,TULARE,C,A,WOODVILLE PUBLIC UTILITY DIST,CA5410025
CA5410026,1976-01-01,C,GW,TULARE,C,A,POPLAR COMM SERVICE DIST,CA5410026
CA5410034,1976-01-01,C,GW,TULARE,C,A,DEL ORO CALIFORNIA PINES DISTRICT,CA5410034
CA5410036,1976-01-01,C,SWP,TULARE,C,A,LSID-STRATHMORE SYSTEM,CA5410036
CA5410038,1976-01-01,C,SW,TULARE,C,A,TERRA BELLA IRRIGATION DISTRICT - TBT,CA5410038
CA5410039,1976-01-01,C,GW,TULARE,C,A,PLAINVIEW MUTUAL WATER COMPANY,CA5410039
CA5410041,1976-01-01,C,GW,TULARE,C,A,CWS - TULCO WATER COMPANY,CA5410041
CA5410048,2000-06-28,C,GW,TULARE,C,A,PORTERVILLE-JONES CORNER,CA5410048
CA5410050,2003-10-09,C,GW,TULARE,C,A,ALPAUGH COMMUNITY SERVICES DISTRICT,CA5410050
CA5410503,1976-01-01,C,SW,TULARE,C,A,NPS-WOLVERTON,CA5410503
CA5410510,1976-01-01,NC,GW,TULARE,NC,A,NPS-BUCKEYE FLAT,CA5410510
CA5410511,1976-01-01,NC,GW,TULARE,NC,A,NPS-HOSPITAL ROCK,CA5410511
CA5410512,1976-01-01,NC,GW,TULARE,NC,A,NPS-POTWISHA,CA5410512
CA5410513,1976-01-01,C,GU,TULARE,C,A,NPS-ASH MOUNTAIN,CA5410513
CA5410515,1976-01-01,NC,SW,TULARE,NC,A,NPS-ATWELL MILL,CA5410515
CA5410517,1976-01-01,NC,GW,TULARE,NC,A,NPS-COLD SPRINGS,CA5410517
CA5410519,1976-01-01,NC,SW,TULARE,NC,A,NPS-DORST CG,CA5410519
CA5410520,2013-10-16,NC,GW,TULARE,NC,A,NPS-PINEWOOD WATER SYSTEM,CA5410520
CA5410800,2017-01-18,C,GW,TULARE,C,A,CAL FIRE - MOUNTAIN HOME CNSRVTN CAMP,CA5410800
CA5410801,1976-01-01,C,GW,TULARE,C,A,PORTERVILLE DEVELOPMENTAL CENTER,CA5410801
CA5490001,1996-07-01,NP,,TULARE,RW,A,CITY OF EXETER WASTEWATER PLANT,CA5490001
CA5490002,1996-09-29,NP,,TULARE,RW,A,SPRINGVILLE PUD,CA5490002
CA5490003,1996-11-13,NP,,TULARE,RW,A,CITY OF VISALIA,CA5490003
CA5490004,1997-10-08,NP,,TULARE,RW,A,CUTLER - OROSI JOINT POWERS AUTHORITY,CA5490004
CA5490005,1997-09-23,NP,,TULARE,RW,A,CITY OF PORTERVILLE,CA5490005
CA5490006,1997-09-25,NP,,TULARE,RW,A,POPLAR CSD,CA5490006
CA5490007,1998-01-09,NP,,TULARE,RW,A,IVANHOE PUD,CA5490007
CA5490008,1998-03-19,NP,,TULARE,RW,A,EARLIMART PUD,CA5490008
CA5490009,1998-06-04,NP,,TULARE,RW,A,TIPTON COMMUNITY SERVICES DIST - RECLAMA,CA5490009
CA5490010,1999-07-08,NP,,TULARE,RW,A,CITY OF TULARE,CA5490010
CA5490011,2000-01-19,NP,,TULARE,RW,A,PIXLEY PUD,CA5490011
CA5490012,2000-08-23,NP,,TULARE,RW,A,CITY OF WOODLAKE,CA5490012
CA5490013,1976-01-01,NP,,TULARE,RW,A,STRATHMORE PUBLIC UTILITY DISTRICT,CA5490013
CA5490015,2006-01-03,NP,,TULARE,RW,A,CITY OF DINUBA - RECLAMATION OF WW,CA5490015
CA5490016,1976-01-01,NP,,TULARE,RW,A,TERRA BELLA SEWER MAINTENANCE DISTRICTFR,CA5490016
CA5490017,1976-01-01,NP,,TULARE,RW,A,RIVER ISLAND EAST,CA5490017
CA5500001,1979-03-22,NC,GW,TUOLUMNE,NC,A,USFS BAKER/DEADMAN CGD,CA5500001
CA5500003,1979-03-22,NC,GW,TUOLUMNE,NC,A,USFS SWEETWATER CAMPGROUND,CA5500003
CA5500004,1979-03-22,NP,,TUOLUMNE,SSWS,A,STONYBROOK MHP,CA5500004
CA5500005,1979-03-22,NC,GW,TUOLUMNE,NC,A,GUS S STEAKHOUSE,CA5500005
CA5500010,1979-03-22,NC,GW,TUOLUMNE,NC,A,USBR/TUTTLETOWN REC AREA,CA5500010
CA5500013,1979-03-22,NC,GW,TUOLUMNE,NC,A,PEACH GROWERS TRACT IMPROV ASSOC,CA5500013
CA5500016,1979-03-22,NTNC,GW,TUOLUMNE,NTNC,A,USFS - GROVELAND RANGER STN.,CA5500016
CA5500019,1979-03-22,C,GW,TUOLUMNE,C,A,JENNESS PARK CHRISTIAN CAMP,CA5500019
CA5500020,1979-03-22,NC,SW,TUOLUMNE,NC,A,OLD OAK RANCH,CA5500020
CA5500026,1979-03-22,NC,GW,TUOLUMNE,NC,A,SILVER SPUR CHRISTIAN CAMP,CA5500026
CA5500027,1979-03-22,NC,GW,TUOLUMNE,NC,A,COW CREEK PERMITTEES ASSOCIATION,CA5500027
CA5500030,1979-03-22,NC,SW,TUOLUMNE,NC,A,YOSEMITE LAKES CAMPGROUND,CA5500030
CA5500031,1979-03-22,NC,SW,TUOLUMNE,NC,A,CAMP MATHER,CA5500031
CA5500037,1979-03-22,NP,,TUOLUMNE,SSWS,A,UNDERWOOD ACRES MWC,CA5500037
CA5500040,1979-03-22,C,GW,TUOLUMNE,C,A,BLUEBELL VALLEY MWC,CA5500040
CA5500041,1979-03-22,C,GW,TUOLUMNE,C,A,ALPINE ACRES MUTUAL WATER CO,CA5500041
CA5500042,1979-03-22,C,GW,TUOLUMNE,C,A,BELLEVIEW OAKS MUTUAL WATER CO,CA5500042
CA5500048,,C,03-22-1979,A,SW,,C,CA5500048
CA5500049,1979-03-22,NC,GW,TUOLUMNE,NC,A,LAKE TULLOCH CAMPGRD & MARINA,CA5500049
CA5500051,1979-03-22,NP,,TUOLUMNE,SSWS,A,LAKE TULLOCH WATER SYSTEM 2,CA5500051
CA5500052,1979-03-22,NP,,TUOLUMNE,SSWS,A,LAKE TULLOCH WATER SYSTEM 3,CA5500052
CA5500053,1979-03-22,C,GW,TUOLUMNE,C,A,LEISURE PINES MUTUAL WATER CO,CA5500053
CA5500054,1979-03-22,NC,GW,TUOLUMNE,NC,A,LELAND MEADOW WATER DISTRICT,CA5500054
CA5500057,1979-03-22,C,GW,TUOLUMNE,C,A,LONG BARN PROPERTY OWNERS,CA5500057
CA5500060,1979-03-22,C,GW,TUOLUMNE,C,A,MI WUK HEIGHTS MWC,CA5500060
CA5500064,1979-03-22,C,SWP,TUOLUMNE,C,A,MULLER MUTUAL WATER COMPANY,CA5500064
CA5500071,1979-03-22,C,GW,TUOLUMNE,C,A,RAWHIDE INVESTMENT COMPANY,CA5500071
CA5500074,1979-03-22,C,GW,TUOLUMNE,C,A,SIERRA VILLAGE MUTUAL WATER CO,CA5500074
CA5500076,1979-03-22,NP,GW,TUOLUMNE,SSWS,A,SLEEPY HOLLOW MUT. WATER ASSN.,CA5500076
CA5500077,1979-03-22,C,GW,TUOLUMNE,C,A,SLIDE INN SNOWBOWL WATER CO,CA5500077
CA5500080,1979-03-22,C,SW,TUOLUMNE,C,A,TWAIN HARTE VALLEY MWC,CA5500080
CA5500086,1979-03-22,C,GW,TUOLUMNE,C,A,SONORA ESTATES MOBILE HOME PARK,CA5500086
CA5500089,1979-03-22,NTNC,GW,TUOLUMNE,NTNC,A,EVERGREEN LODGE,CA5500089
CA5500092,1979-03-22,C,GW,TUOLUMNE,C,A,PONDEROSA MOBILE HOME PARK,CA5500092
CA5500094,1979-03-22,NP,,TUOLUMNE,SSWS,A,SIERRA TRAILER PARK,CA5500094
CA5500096,1979-03-22,C,GW,TUOLUMNE,C,A,SIERRA TWAIN HARTE MHP,CA5500096
CA5500102,1979-03-22,NC,GW,TUOLUMNE,NC,A,RED BARN,CA5500102
CA5500104,1979-03-22,C,GW,TUOLUMNE,C,A,CASCADE ESTATES,CA5500104
CA5500109,1979-03-22,NC,GW,TUOLUMNE,NC,A,FOOTHILL HORIZONS,CA5500109
CA5500112,1979-03-22,NC,GW,TUOLUMNE,NC,A,CALIFORNIA ODD FELLOW-REBEKAH,CA5500112
