pws_id,activity_date,federal_type,primary_source,principal_county_served,state_type,status,water_system_name,water_system_no
CA0103040,1983-01-27,C,GW,ALAMEDA,C,A,NORRIS CANYON PROPERTY OWNERS ASSN,CA0103040
CA0103041,1983-01-27,C,SWP,ALAMEDA,C,A,TRAILER HAVEN MOBILE HOME PARK,CA0103041
CA0105002,1981-11-30,NC,GW,ALAMEDA,NC,A,RIVERS END MARINA,CA0105002
CA0105003,1981-11-30,NTNC,GW,ALAMEDA,NTNC,A,CEMEX/ELIOT PLANT,CA0105003
CA0105008,1981-11-30,C,GWP,ALAMEDA,C,A,CASTLEWOOD DOMESTIC WATER SYSTEM,CA0105008
CA0105009,2017-10-24,NTNC,GWP,ALAMEDA,NTNC,A,MOUNTAIN HOUSE SCHOOL,CA0105009
CA0105010,1984-01-21,NC,SW,ALAMEDA,NC,A,EBRPD - DEL VALLE REGIONAL PARK,CA0105010
CA0105012,1993-07-01,NC,GW,ALAMEDA,NC,A,EBRPD - SUNOL REGIONAL WILDERNESS,CA0105012
CA0105013,1993-07-01,NC,GW,ALAMEDA,NC,A,EBRPD - REDWOOD SPRING REGIONAL PARK,CA0105013
CA0105016,2013-08-16,NC,GW,ALAMEDA,NC,A,MOUNTAIN HOUSE BAR,CA0105016
CA0105017,2015-07-02,NC,GW,ALAMEDA,NC,A,RANCHO LOS MOCHOS-BSA CAMP,CA0105017
CA0105018,2015-11-13,NC,GW,ALAMEDA,NC,A,PURPLE ORCHID RESORT SPA,CA0105018
CA0105019,2018-02-01,NC,GW,ALAMEDA,NC,A,SUNOL SUPER STOP,CA0105019
CA0105020,1993-07-01,NTNC,GW,ALAMEDA,NTNC,A,ALAMEDA COUNTY FAIRGROUNDS,CA0105020
CA0110001,1979-03-22,C,SW,ALAMEDA,C,A,ALAMEDA COUNTY WATER DISTRICT,CA0110001
CA0110003,1979-03-22,C,SWP,ALAMEDA,C,A,CALIFORNIA WATER SERVICE - LIVERMORE,CA0110003
CA0110005,1979-03-22,C,SW,ALAMEDA,C,A,EAST BAY MUD,CA0110005
CA0110006,1979-03-22,C,SWP,ALAMEDA,C,A,CITY OF HAYWARD,CA0110006
CA0110008,1979-03-22,C,SWP,ALAMEDA,C,A,CITY OF PLEASANTON,CA0110008
CA0110009,1979-03-22,C,SWP,ALAMEDA,C,A,DUBLIN SAN RAMON SERVICES DISTRICT,CA0110009
CA0110010,1979-03-22,C,SW,ALAMEDA,C,A,ZONE 7 WATER AGENCY,CA0110010
CA0110011,1979-03-22,C,SWP,ALAMEDA,C,A,CITY OF LIVERMORE,CA0110011
CA0110012,1976-01-01,C,SWP,ALAMEDA,C,A,TOWN OF SUNOL-SFPUC,CA0110012
CA0110016,1997-04-29,C,SWP,ALAMEDA,C,A,ALAMEDA POINT,CA0110016
CA0110018,1976-01-01,C,GW,ALAMEDA,C,A,SFPUC-PLEASANTON WELLS,CA0110018
CA0110019,1976-01-01,NC,GW,ALAMEDA,NC,A,GOLDEN GATE CHURCH,CA0110019
CA0110650,1994-06-27,NTNC,SW,ALAMEDA,NTNC,A,USBR-SLDMWA - CVP JONES PUMPING PLANT,CA0110650
CA0190001,1976-01-01,NP,,ALAMEDA,RW,A,DUBLIN SAN RAMON SERVICES DISTRICT,CA0190001
CA0190002,1976-01-01,NP,,ALAMEDA,RW,A,CITY OF LIVERMORE,CA0190002
CA0190003,1976-01-01,NP,,ALAMEDA,RW,A,EBMUD ENAQUA UV,CA0190003
CA0190004,1996-10-16,NP,,ALAMEDA,RW,A,EBMUD - SAN RAMON VALLEY RW,CA0190004
CA0190005,1976-01-01,NP,,ALAMEDA,RW,A,EBMUD - E. BAYSHORE RW,CA0190005
CA0190006,2001-11-30,NP,,ALAMEDA,RW,A,CITY OF HAYWARD,CA0190006
CA0190007,1976-01-01,NP,,ALAMEDA,RW,A,DERWA,CA0190007
CA0190008,1976-01-01,NP,,ALAMEDA,RW,A,CITY OF SAN LEANDRO,CA0190008
CA0190009,2015-02-23,NP,,ALAMEDA,RW,A,CITY OF PLEASANTON,CA0190009
CA0202501,1997-06-03,NTNC,GW,ALPINE,NTNC,A,DIAMOND VALLEY SCHOOL,CA0202501
CA0202502,1997-06-03,NC,GW,ALPINE,NC,A,WOODFORDS STATION,CA0202502
CA0202503,1997-05-27,C,GW,ALPINE,C,A,WOODFORDS MUTUAL WATER COMPANY,CA0202503
CA0202504,1997-06-03,C,SW,ALPINE,C,A,MARKLEEVILLE WATER CO.,CA0202504
CA0202505,2010-08-31,NC,GW,ALPINE,NC,A,PACIFIC VALLEY CAMPGROUND,CA0202505
CA0202506,1997-06-03,NC,GW,ALPINE,NC,A,CAPLES LAKE RESORT,CA0202506
CA0202509,1997-06-03,NC,GW,ALPINE,NC,A,LAKE ALPINE IMP. ASSOC.,CA0202509
CA0202512,1997-06-03,NC,GW,ALPINE,NC,A,SORENSON S RESORT,CA0202512
CA0202513,1997-06-03,NC,GW,ALPINE,NC,A,SHAY CREEK SUMMER HOME TRACT,CA0202513
CA0202515,1997-06-03,NC,GW,ALPINE,NC,A,CARSON RIVER RESORT,CA0202515
CA0202516,1997-06-03,NC,GW,ALPINE,NC,A,SORENSON S HOA,CA0202516
CA0202517,1997-06-03,NC,SW,ALPINE,NC,A,LAKE ALPINE REC. AREA,CA0202517
CA0202519,2014-10-29,NC,GW,ALPINE,NC,A,TURTLE ROCK COUNTY PARK,CA0202519
CA0202520,1997-06-03,NC,GW,ALPINE,NC,A,HOPE VALLEY RESORT,CA0202520
CA0202522,1997-06-03,C,GW,ALPINE,C,A,SIERRA PINES MOBILE HOME PARK,CA0202522
CA0202523,2014-10-29,NC,GW,ALPINE,NC,A,BLOOMFIELD CG #1,CA0202523
CA0202524,2014-10-29,NC,GW,ALPINE,NC,A,HIGHLAND LKS #1,CA0202524
CA0202525,1998-06-04,NC,GW,ALPINE,NC,A,HIGHLAND LAKES #2,CA0202525
CA0202529,1997-06-03,NC,GW,ALPINE,NC,A,HOPE VALLEY CG,CA0202529
CA0202530,1997-06-03,NC,GW,ALPINE,NC,A,SILVER CREEK CG,CA0202530
CA0202532,1997-06-03,NC,GW,ALPINE,NC,A,CRYSTAL SPRINGS CG,CA0202532
CA0202542,1997-06-03,NC,GW,ALPINE,NC,A,WOODS LAKE REC. AREA,CA0202542
CA0202543,1997-06-03,NC,GW,ALPINE,NC,A,INDIAN CREEK RES. CG (BLM),CA0202543
CA0202547,1997-06-03,NC,GW,ALPINE,NC,A,CAMP LIAHONA,CA0202547
CA0202548,1997-06-03,NC,GW,ALPINE,NC,A,CAMP PEACEFUL PINES,CA0202548
CA0202549,1997-06-03,NC,GW,ALPINE,NC,A,BEAR VALLEY SKI COMPANY,CA0202549
CA0202550,2014-10-29,NC,GW,ALPINE,NC,A,CO. OF ALPINE HEALTH &HOME SERVICE BLDG.,CA0202550
CA0202552,1997-06-03,NC,GW,ALPINE,NC,A,BLUE LAKES C.G. DAM & MID,CA0202552
CA0202554,1997-06-03,NC,GW,ALPINE,NC,A,BLUE LAKES C.G. - LOWER,CA0202554
CA0202556,1997-06-03,NC,GW,ALPINE,NC,A,BLUE LAKES C.G. - UPPER,CA0202556
CA0202557,1997-06-03,NC,GW,ALPINE,NC,A,BLUE LAKES C.G. HAND PUMP,CA0202557
CA0202562,1997-06-03,NC,GW,ALPINE,NC,A,SAND FLAT # 1,CA0202562
CA0202563,2014-10-29,NC,GW,ALPINE,NC,A,SAND FLAT # 2,CA0202563
CA0202564,2014-10-29,NC,GW,ALPINE,NC,A,SAND FLAT # 3,CA0202564
CA0202565,2014-10-29,NC,GW,ALPINE,NC,A,SAND FLAT # 4,CA0202565
CA0202566,2014-10-29,NC,GW,ALPINE,NC,A,SAND FLAT # 5,CA0202566
CA0202570,2013-06-08,NC,GW,ALPINE,NC,A,KIRKWOOD OUTBACK GRILL,CA0202570
CA0202599,2014-10-29,NTNC,GW,ALPINE,NTNC,A,EARLY LEARNING CENTER,CA0202599
CA0210001,1976-01-01,C,SW,ALPINE,C,A,LAKE ALPINE WATER COMPANY,CA0210001
CA0210002,1976-01-01,C,GW,ALPINE,C,A,KIRKWOOD MEADOWS PUBLIC UTILITY DISTRICT,CA0210002
CA0210300,1976-01-01,NC,SW,ALPINE,NC,A,CA STATE PARKS - GROVER HOT SPRINGS,CA0210300
CA0290901,1976-01-01,NP,,ALPINE,RW,A,BEAR VALLEY WATER DISTRICT - RECYCLE,CA0290901
CA0300006,2016-07-27,NC,GW,AMADOR,NC,A,CAMP RITCHIE,CA0300006
CA0300007,2016-07-27,NC,GW,AMADOR,NC,A,STOCKTON SILVER LAKE FAMILY CAMP,CA0300007
CA0300010,2016-07-27,C,SWP,AMADOR,C,A,DRYTOWN COUNTY WATER DISTRICT,CA0300010
CA0300011,2016-07-27,C,GU,AMADOR,C,A,SUTTER PINES MHP,CA0300011
CA0300016,2016-07-27,C,GU,AMADOR,C,A,VOLCANO COMMUNITY SERVICE DIST,CA0300016
CA0300019,2016-07-27,C,GW,AMADOR,C,A,FIDDLETOWN COMMUNITY SERVICE,CA0300019
CA0300021,1994-01-04,NP,GW,AMADOR,SSWS,A,ALLAN ROAD HOMEOWNERS,CA0300021
CA0300022,2016-07-27,NC,GW,AMADOR,NC,A,CAMP WINTON,CA0300022
CA0300024,2016-07-27,C,GW,AMADOR,C,A,TABEAU MOBILE HOME PARK,CA0300024
CA0300025,2018-05-10,NC,GW,AMADOR,NC,A,HAM'S STATION,CA0300025
CA0300028,2016-07-27,NC,GW,AMADOR,NC,A,AMADOR HARVEST INN,CA0300028
CA0300032,2016-07-27,NC,GW,AMADOR,NC,A,SILVER LAKE CAMPGROUND,CA0300032
CA0300033,2016-07-27,NC,GW,AMADOR,NC,A,BEAR RIVER CAMP--SOUTH SHORE,CA0300033
CA0300034,2016-07-27,NC,GW,AMADOR,NC,A,BEAR RIVER GROUP CAMPGROUND,CA0300034
CA0300036,2016-07-27,NC,GW,AMADOR,NC,A,BEAR RIVER LAKE RESORT,CA0300036
CA0300037,2014-08-04,C,SW,AMADOR,C,A,JACKSON VALLEY IRRIGATION DISTRICT,CA0300037
CA0300043,2016-07-27,NC,GW,AMADOR,NC,A,OK CORRAL,CA0300043
CA0300048,2016-07-27,NC,GW,AMADOR,NC,A,PEARL'S,CA0300048
CA0300049,2016-07-27,NC,GW,AMADOR,NC,A,PLASSE HOMESTEAD WATER ASSOCIATION,CA0300049
CA0300051,2016-07-27,NC,GW,AMADOR,NC,A,KIT CARSON LODGE,CA0300051
CA0300052,2016-07-27,NC,GW,AMADOR,NC,A,COOK'S STATION,CA0300052
CA0300053,2016-07-27,C,GW,AMADOR,C,A,RANCHO DEL ORO,CA0300053
CA0300055,2016-07-27,NTNC,GW,AMADOR,NTNC,A,SUNSET WEST MUTUAL WATER COMPANY,CA0300055
CA0300060,2016-07-27,NC,GW,AMADOR,NC,A,BLACK'S STATION,CA0300060
CA0300062,2016-07-27,C,GW,AMADOR,C,A,HOPE FOUNDATION/MORIAH HEIGHTS,CA0300062
CA0300065,2016-07-27,NC,GW,AMADOR,NC,A,BEAR RIVER SUMMER HOME TRACT,CA0300065
CA0300070,2016-07-27,NC,GW,AMADOR,NC,A,E. SILVER LAKE HOMEOWNERS,CA0300070
CA0300073,2016-07-27,NTNC,SW,AMADOR,NTNC,A,AMADOR WATER AGENCY--TIGER CREEK POWERHO,CA0300073
CA0300074,2016-07-27,NC,GW,AMADOR,NC,A,SO. SILVER LAKE HOMEOWNERS,CA0300074
CA0300076,2016-07-27,NC,GW,AMADOR,NC,A,KIRKWOOD CAMPGROUND,CA0300076
CA0300077,2016-07-27,NC,GW,AMADOR,NC,A,"CHARLES SPINETTA WINERY, LLC",CA0300077
CA0300078,2016-07-27,C,GW,AMADOR,C,A,IONE BAND OF MIWOK INDIANS,CA0300078
CA0300080,2016-07-27,NC,GW,AMADOR,NC,A,PLASSE'S RESORT,CA0300080
CA0300081,2016-07-27,NC,GW,AMADOR,NC,A,VILLA TOSCANO WINERY,CA0300081
CA0300083,2016-07-27,NC,GW,AMADOR,NC,A,BELLA PIAZZA WINERY,CA0300083
CA0300085,2016-07-27,NC,GW,AMADOR,NC,A,ROARING CAMP,CA0300085
CA0300086,2016-07-27,NC,GW,AMADOR,NC,A,GRACE FELLOWSHIP CHURCH,CA0300086
CA0300087,2016-07-27,NC,GW,AMADOR,NC,A,TURLEY WINE CELLARS,CA0300087
CA0300088,2016-07-27,NC,GW,AMADOR,NC,A,BLACK CHASM CAVERN,CA0300088
CA0300089,2016-07-27,NC,GW,AMADOR,NC,A,JEFF RUNQUIST WINERY,CA0300089
CA0300090,2016-07-27,NC,GW,AMADOR,NC,A,BORJON WINERY,CA0300090
CA0300091,2016-07-27,NC,GW,AMADOR,NC,A,SERA FINA CELLARS,CA0300091
CA0300092,2016-07-27,NC,GW,AMADOR,NC,A,DRIVEN CELLARS,CA0300092
CA0300095,2017-06-14,NC,GW,AMADOR,NC,A,AMADOR FLOWER FARM,CA0300095
CA0300096,2016-07-27,NC,GW,AMADOR,NC,A,ANDIS WINES,CA0300096
CA0300097,2016-07-27,NC,GW,AMADOR,NC,A,SIERRA SUNRISE DBA TERRA D'ORO/MONTEVINA,CA0300097
CA0300099,2016-07-27,NC,GW,AMADOR,NC,A,HELWIG WINERY,CA0300099
CA0300101,2016-07-27,NC,GW,AMADOR,NC,A,RENWOOD WINERY,CA0300101
CA0300102,2015-06-11,NC,GW,AMADOR,NC,A,SCHMITZ WINES,CA0300102
CA0300104,2018-09-10,NC,GW,AMADOR,NC,A,SLO 2 20 TASTING ROOM,CA0300104
CA0300107,2017-02-15,NC,GW,AMADOR,NC,A,BELLA GRACE VINEYARDS,CA0300107
CA0300108,2017-07-14,NC,GW,AMADOR,NC,A,RANCHO VICTORIA TASTING ROOM,CA0300108
CA0300110,2017-10-12,NC,GW,AMADOR,NC,A,IRON HUB WINERY,CA0300110
CA0300112,2018-03-27,NC,GW,AMADOR,NC,A,PAUL J. WINES,CA0300112
CA0300113,2018-08-28,NC,GW,,NC,A,C. G. DI ARIE VINEYARD AND WINERY,CA0300113
CA0300448,2016-07-27,NTNC,GW,AMADOR,NTNC,A,MALLO GOLD MINE PLAZA,CA0300448
CA0300524,2016-07-27,NTNC,GW,AMADOR,NTNC,A,"MP ASSOCIATES, INC.",CA0300524
CA0300649,2016-07-27,NC,GW,AMADOR,NC,A,RANCHO CICADA,CA0300649
CA0300667,2016-07-27,NC,GW,AMADOR,NC,A,GOLDEN VALLEY CAMP,CA0300667
CA0301038,1993-07-07,NTNC,SW,AMADOR,NTNC,A,PARDEE RECREATION AREA,CA0301038
CA0310001,1976-01-01,C,SWP,AMADOR,C,A,CITY OF JACKSON,CA0310001
CA0310002,1976-01-01,C,SW,AMADOR,C,A,"AWA, IONE",CA0310002
CA0310003,1976-01-01,C,SW,AMADOR,C,A,"AWA, SUTTER CREEK",CA0310003
CA0310004,1976-01-01,C,SWP,AMADOR,C,A,"PLYMOUTH, CITY OF",CA0310004
CA0310005,1976-01-01,C,SWP,AMADOR,C,A,PINE GROVE COMM SERV DIST,CA0310005
CA0310006,1976-01-01,C,GW,AMADOR,C,A,RIVER PINES PUD,CA0310006
CA0310008,1976-01-01,C,GW,AMADOR,C,A,CAMANCHE NORTH SHORE INC.,CA0310008
CA0310011,1976-01-01,C,SWP,AMADOR,C,A,FIRST MACE MEADOW # 1,CA0310011
CA0310012,1976-01-01,C,SW,AMADOR,C,A,AWA BUCKHORN PLANT,CA0310012
CA0310018,1976-01-01,C,SWP,AMADOR,C,A,FIRST MACE MEADOWS UNIT NO. 2,CA0310018
CA0310019,1976-01-01,C,GW,AMADOR,C,A,AWA LA MEL HEIGHTS #3,CA0310019
CA0310020,1992-07-02,C,SW,AMADOR,C,A,THE OAKS MOBILE HOME PARK,CA0310020
CA0310021,1976-01-01,C,GW,AMADOR,C,A,AWA - CAMANCHE VILLAGE,CA0310021
CA0310300,1976-01-01,NC,GW,AMADOR,NC,A,INDIAN GRINDING ROCK-CALAVERAS DISTRICT,CA0310300
CA0390004,2014-01-23,NP,,AMADOR,RW,A,CITY OF PLYMOUTH - RECYCLED WATER,CA0390004
CA0390801,1976-01-01,NP,,AMADOR,RW,A,PRESTON YOUTH CORRECTIONAL FACILITY,CA0390801
CA0390901,2002-12-03,NP,,AMADOR,RW,A,CITY OF IONE/ARSA/CASTLE OAKS RECYCLE,CA0390901
CA0390903,2004-12-01,NP,,AMADOR,RW,A,CITY OF SUTTER CREEK/ARSA,CA0390903
CA0390904,2017-07-11,NP,,AMADOR,RW,A,MULE CREEK PRISON RECYCLED WATER,CA0390904
CA0400001,2016-07-28,C,GW,BUTTE,C,A,YOUTH WITH A MISSION-SPRINGS OF LIVING W,CA0400001
CA0400003,2016-07-28,C,GW,BUTTE,C,A,HARTLEY MUTUAL WATER SYSTEM,CA0400003
CA0400004,2016-07-28,C,GW,BUTTE,C,A,FOREST RANCH MUTUAL WATER SYSTEM,CA0400004
CA0400007,2016-07-28,C,GW,BUTTE,C,A,BUTTE CREEK ESTATES MUTUAL WATER CO,CA0400007
CA0400008,2016-07-28,C,GW,BUTTE,C,A,GRAN MUTUAL WATER CO,CA0400008
CA0400010,2016-07-28,NC,GW,BUTTE,NC,A,PSEA CAMP - DESABLA,CA0400010
CA0400012,2016-07-28,C,GW,BUTTE,C,A,FARM LABOR HOUSING,CA0400012
CA0400013,2016-07-28,C,GW,BUTTE,C,A,MERRY MOUNTAIN MUTUAL,CA0400013
CA0400014,2016-07-28,C,GW,BUTTE,C,A,LAKE MADRONE WATER DISTRICT,CA0400014
CA0400016,2016-07-28,C,GW,BUTTE,C,A,BERRY CREEK COMMUNITY SERVICE DIST,CA0400016
CA0400018,2016-07-28,NC,GW,BUTTE,NC,A,BRUSH CREEK RANGER STATION,CA0400018
CA0400019,2016-07-28,C,GW,BUTTE,C,A,OROVILLE MOBILE HOME PARK,CA0400019
CA0400020,2016-07-28,C,GW,BUTTE,C,A,PLEASANT GROVE MHP,CA0400020
CA0400021,2016-07-28,C,GW,BUTTE,C,A,ROBINSON'S CORNER MHP,CA0400021
CA0400023,2016-07-28,C,GW,BUTTE,C,A,GOLDEN OAKS MOBILE ESTATES,CA0400023
CA0400026,2016-07-28,C,GW,BUTTE,C,A,MEADOWBROOK OAKS,CA0400026
CA0400027,2016-07-28,C,GW,BUTTE,C,A,FOOTHILL SOLAR COMPANY,CA0400027
CA0400028,2016-07-28,C,GW,BUTTE,C,A,BIG BEND MOBILE HOME PARK,CA0400028
CA0400030,2016-07-28,C,GW,BUTTE,C,A,GOLDEN FEATHER MHP,CA0400030
CA0400036,2016-07-28,C,GW,BUTTE,C,A,MOUNTAIN VIEW MOBILE ACRES MHP LLC,CA0400036
CA0400040,2016-07-28,C,GW,BUTTE,C,A,ALMOND GROVE MOBILE PARK,CA0400040
CA0400041,2016-07-28,C,GW,BUTTE,C,A,FOREST RANCH MOBILE PARK,CA0400041
CA0400042,2016-07-28,C,GW,BUTTE,C,A,FOREST VILLAGE LLC,CA0400042
CA0400046,2016-07-28,C,GW,BUTTE,C,A,PONDEROSA MOBILE ESTATES,CA0400046
CA0400048,2016-07-28,NC,GW,BUTTE,NC,A,SCOTTY 'S WATERFRONT GARDENS,CA0400048
CA0400049,2016-07-28,C,GW,BUTTE,C,A,BUTTE CREEK MHP,CA0400049
CA0400051,2016-07-28,C,GW,BUTTE,C,A,DINGERVILLE USA PARK,CA0400051
CA0400060,2016-07-28,NTNC,GW,BUTTE,NTNC,A,HONCUT ELEMENTARY SCHOOL,CA0400060
CA0400062,2016-07-28,NTNC,GW,BUTTE,NTNC,A,RICHVALE ELEMENTARY SCHOOL,CA0400062
CA0400063,2016-07-28,NTNC,GW,BUTTE,NTNC,A,MANZANITA ELEMENTARY SCHOOL,CA0400063
CA0400064,2016-07-28,NTNC,GW,BUTTE,NTNC,A,CONCOW ELEMENTARY SCHOOL,CA0400064
CA0400067,2016-07-28,NTNC,GW,BUTTE,NTNC,A,FEATHER RIVER SCHOOL,CA0400067
CA0400068,2016-07-28,NTNC,GW,BUTTE,NTNC,A,BERRY CREEK SCHOOL,CA0400068
CA0400070,2016-07-28,NTNC,GW,BUTTE,NTNC,A,BUTTE-GLENN COMMUNITY COLLEGE DIST,CA0400070
CA0400073,2016-07-28,NTNC,GW,BUTTE,NTNC,A,NORD COUNTRY SCHOOL,CA0400073
CA0400078,2016-07-28,C,GW,BUTTE,C,A,FOREST KNOLLS MUTUAL WATER CO,CA0400078
CA0400079,2016-07-28,NTNC,GW,BUTTE,NTNC,A,FOREST RANCH CHARTER SCHOOL,CA0400079
CA0400081,2016-07-28,C,GW,BUTTE,C,A,FEATHER RIDGE ESTATES WATER CO,CA0400081
CA0400090,2016-07-28,C,GW,BUTTE,C,A,MOUNTAIN VILLAGE HOMEOWNER'S ASSOC,CA0400090
CA0400091,2015-08-04,C,GW,BUTTE,C,A,DEL ORO WATER COMPANY - BUZZTAIL DIST.,CA0400091
CA0400093,2016-07-28,NC,GW,BUTTE,NC,A,BAMBI INN,CA0400093
CA0400094,2016-07-28,NC,GW,BUTTE,NC,A,OUTPOST THE,CA0400094
CA0400103,,NC,07-28-2016,A,GW,,NC,CA0400103
CA0400105,2016-07-28,NC,GW,BUTTE,NC,A,GRAY LODGE CHECK STATION,CA0400105
CA0400106,2016-07-28,NC,GW,BUTTE,NC,A,RIVER ONE RV PARK,CA0400106
CA0400107,2016-07-28,NTNC,GW,BUTTE,NTNC,A,FEATHER FALLS SCHOOL,CA0400107
CA0400111,2016-07-28,NC,GW,BUTTE,NC,A,RIVER REFLECTIONS RV & CAMPGROUND,CA0400111
CA0400117,2016-07-28,NC,GW,BUTTE,NC,A,FALLING ROCK RV PARK,CA0400117
CA0400120,2016-07-28,NC,GW,BUTTE,NC,A,BIDWELL PARK GOLF COURSE,CA0400120
CA0400123,2016-07-28,C,GW,BUTTE,C,A,HUMBOLDT HIGHLANDS MUTUAL,CA0400123
CA0400132,2016-07-28,NC,GW,BUTTE,NC,A,WILD GOOSE DUCK CLUB,CA0400132
CA0400133,2016-07-28,NTNC,GW,BUTTE,NTNC,A,LUNDBERG RICE PRODUCTS,CA0400133
CA0400135,2016-07-28,NC,GW,BUTTE,NC,A,DURHAM PARK,CA0400135
CA0400137,2016-01-29,NC,GW,BUTTE,NC,A,SFWP - SLY CREEK CAMPGROUND,CA0400137
CA0400138,2016-01-29,NC,GW,BUTTE,NC,A,SFWP - STRAWBERRY CAMPROUND,CA0400138
CA0400140,2016-07-28,NTNC,GW,BUTTE,NTNC,A,DURHAM DAYTON INDUSTRIAL PARTNERS,CA0400140
CA0400141,2016-07-28,NTNC,GW,BUTTE,NTNC,A,LLANO SECO RANCHO,CA0400141
CA0400142,2016-07-28,NC,GW,BUTTE,NC,A,BOY SCOUTS OF AMERICA-CAMP LASSEN,CA0400142
CA0400143,2016-07-28,NC,GW,BUTTE,NC,A,BUTTE MEADOWS CAMP,CA0400143
CA0400144,2016-07-28,NC,GW,BUTTE,NC,A,CHERRY HILL CAMPGROUND,CA0400144
CA0400149,2016-07-28,C,GW,BUTTE,C,A,HUMBOLDT WOODLANDS MUTUAL,CA0400149
CA0400150,2016-07-28,NTNC,GW,BUTTE,NTNC,A,SUNSET MOULDING CHICO,CA0400150
CA0400151,2016-07-28,C,GW,BUTTE,C,A,KEEFER CREEK ESTATES,CA0400151
CA0400152,2016-07-28,NTNC,GW,BUTTE,NTNC,A,CYPRESS ACRES,CA0400152
CA0400154,2016-07-28,NTNC,GW,BUTTE,NTNC,A,SMUCKER NATURAL FOODS,CA0400154
CA0400155,2016-07-28,C,GW,BUTTE,C,A,BIGGERS GLEN MUTUAL WATER CO,CA0400155
CA0400158,2016-07-28,NTNC,GW,BUTTE,NTNC,A,FRANCIS PROPERTY MANAGEMENT,CA0400158
CA0400160,2016-07-28,NC,GW,BUTTE,NC,A,CHICO ROD & GUN CLUB,CA0400160
CA0400161,2016-07-28,NTNC,GW,BUTTE,NTNC,A,COHASSET INDUSTRIAL PARK,CA0400161
CA0400162,2016-07-28,NTNC,GW,BUTTE,NTNC,A,PLEASANT VALLEY BAPTIST CHURCH,CA0400162
CA0400164,2016-07-28,NC,GW,BUTTE,NC,A,CAMP OKIZU,CA0400164
CA0400166,2016-07-28,NC,GW,BUTTE,NC,A,CHICO EASTSIDE LITTLE LEAGUE,CA0400166
CA0400169,2016-07-28,NC,GW,BUTTE,NC,A,GRIDLEY GRILL,CA0400169
CA0405001,1995-07-31,C,SW,BUTTE,C,A,DEL ORO WATER CO.-LIME SADDLE MARINA,CA0405001
CA0405002,1998-04-28,NC,GW,BUTTE,NC,A,DWR-MONUMENT HILL RESTROOMS,CA0405002
CA0405003,1976-01-01,NTNC,GW,BUTTE,NTNC,A,SILVER DOLLAR FAIRGROUNDS,CA0405003
CA0409175,2016-07-28,NTNC,GW,BUTTE,NTNC,A,NORFIELD INDUSTRIES,CA0409175
CA0409177,2016-07-28,NTNC,GW,BUTTE,NTNC,A,G & J PROPERTIES,CA0409177
CA0409179,2016-07-28,NC,GW,BUTTE,NC,A,L. C. HUNTING CLUB,CA0409179
CA0409181,2016-07-28,C,GW,BUTTE,C,A,BLUE OAK TERRACE MUTUAL,CA0409181
CA0409182,2016-07-28,NC,GW,BUTTE,NC,A,TUSCAN RIDGE,CA0409182
CA0409183,2016-07-28,C,GW,BUTTE,C,A,SIERRA MOON WATER COMPANY,CA0409183
CA0409184,2016-07-28,NC,GW,BUTTE,NC,A,CHICO GRANGE #486,CA0409184
CA0409187,2016-07-28,NTNC,GW,BUTTE,NTNC,A,PG&E - TABLE MOUNTAIN,CA0409187
CA0409188,2016-07-28,NTNC,GW,BUTTE,NTNC,A,"FEDEX FREIGHT, INC. CHI",CA0409188
CA0409189,2016-07-28,NTNC,GW,BUTTE,NTNC,A,DAUTERMAN WELL,CA0409189
CA0409190,2014-07-11,NC,GW,BUTTE,NC,A,PARADISE ADVENTIST CHURCH,CA0409190
CA0409192,2016-07-28,NC,GW,BUTTE,NC,A,DOWN RANGE INDOOR TRAINING CENTER,CA0409192
CA0409193,2016-07-28,NC,GW,BUTTE,NC,A,LIBERTY 1ST WARD MEETING HOUSE,CA0409193
CA0409194,2017-02-15,NTNC,GW,,NTNC,A,FEDEX GROUND,CA0409194
CA0409195,2017-10-24,NC,GW,BUTTE,NC,A,CRAIN PARK WATER SYSTEM,CA0409195
CA0409196,2016-09-26,NC,GW,BUTTE,NC,A,PALERMO BIBLE FAMILY CHURCH,CA0409196
CA0409197,2017-09-05,NTNC,GW,BUTTE,NTNC,A,SIERRA NEVADA BREWING CO.,CA0409197
CA0410001,1979-03-22,C,GW,BUTTE,C,A,CITY OF BIGGS,CA0410001
CA0410002,1979-03-22,C,GW,BUTTE,C,A,CAL-WATER SERVICE CO.-CHICO,CA0410002
CA0410003,1979-03-22,C,GW,BUTTE,C,A,DURHAM IRRIGATION DISTRICT,CA0410003
CA0410004,1979-03-22,C,GW,BUTTE,C,A,CITY OF GRIDLEY,CA0410004
CA0410005,1979-03-22,C,SW,BUTTE,C,A,CAL-WATER SERVICE CO.-OROVILLE,CA0410005
CA0410006,1979-03-22,C,SW,BUTTE,C,A,SFWP-MINERS RANCH,CA0410006
CA0410007,1979-03-22,C,SW,BUTTE,C,A,PARADISE IRRIGATION DISTRICT,CA0410007
CA0410008,1979-03-22,C,SW,BUTTE,C,A,THERMALITO WATER & SEWER DISTRICT,CA0410008
CA0410009,1979-03-22,C,GW,BUTTE,C,A,DEL ORO WATER CO.-MAGALIA,CA0410009
CA0410011,1979-03-22,C,GW,BUTTE,C,A,DEL ORO WATER CO.-PARADISE PINES,CA0410011
CA0410012,1979-03-22,C,SW,BUTTE,C,A,SFWP-BANGOR,CA0410012
